"Sample Name"	"Protocol REF"	"Characteristic[Population Type]"	"Characteristic[Cell Part]"	"Cell ID"	"Parameter Value[Orientation]"	"Units"	"Characteristic[Orientation Formalism]"	"Characteristic[Orientation Measurement Type]"	"Parameter Value[Position]"	"Units"	"Characteristic[Position Measurement Type]"	"Parameter Value[Total Area]"	"Units"	"Characteristic[Total Area Measurement Type]"	"Parameter Value[Diameter]"	"Units"	"Characteristic[Diameter Measurement Type]"	"Parameter Value[Major Axis]"	"Units"	"Characteristic[Major Axis Measurement Type]"	"Parameter Value [Minor Axis]"	"Units"	"Characteristic[Minor Axis Measurement Type]"	"Parameter Value[Perimeter]"	"Units"	"Characteristic[Perimeter Measurement Type]"	"Parameter Value[Radius]"	"Units"	"Characteristic[Radius Measurement Type]"	"Parameter Value[Aspect Ratio]"	"Units"	"Characteristic[Aspect Ratio Measurement Type]"	"Parameter Value[Circularity]"	"Units"	"Characteristic[Circularity Measurement Type]"	"Parameter Value[Eccentricity]"	"Units"	"Characteristic[Eccentricity Measurement Type]"	"Assay Name"	"MCDS-DSS File"
"MCDS_S_0000000121.0.20"	"Geometrical Property Characterization"	"individual"	"nucleus"	"20"	"0.9999 0.017"	"dimensionless"	"Unit Vector"	"direct"	"4.55 400.77 0.0"	"micron"	"direct"	"39.75"	"micron^2"	"direct"	"7.115"	"micron"	"direct"	"8.15425"	"micron"	"direct"	"6.24275"	"micron"	"direct"	"23.46025"	"micron"	"direct"	"3.5575"	"micron"	"direct"	"0.76558237"	"dimensionless"	"direct"	"0.90757333"	"dimensionless"	"direct"	"0.64333789"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000121.xml"
"MCDS_S_0000000121.0.21"	"Geometrical Property Characterization"	"individual"	"nucleus"	"21"	"0.997 0.077"	"dimensionless"	"Unit Vector"	"direct"	"6.56 451.13 0.0"	"micron"	"direct"	"44.125"	"micron^2"	"direct"	"7.496"	"micron"	"direct"	"8.0725"	"micron"	"direct"	"7.0695"	"micron"	"direct"	"25.02075"	"micron"	"direct"	"3.748"	"micron"	"direct"	"0.87575101"	"dimensionless"	"direct"	"0.88571487"	"dimensionless"	"direct"	"0.48276306"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000121.xml"
"MCDS_S_0000000121.0.22"	"Geometrical Property Characterization"	"individual"	"nucleus"	"22"	"0.9995 0.033"	"dimensionless"	"Unit Vector"	"direct"	"6.11 5.8 0.0"	"micron"	"direct"	"46.875"	"micron^2"	"direct"	"7.726"	"micron"	"direct"	"9.972"	"micron"	"direct"	"6.1355"	"micron"	"direct"	"27.56375"	"micron"	"direct"	"3.863"	"micron"	"direct"	"0.61527276"	"dimensionless"	"direct"	"0.77530849"	"dimensionless"	"direct"	"0.78831429"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000121.xml"
"MCDS_S_0000000121.0.23"	"Geometrical Property Characterization"	"individual"	"nucleus"	"23"	"0.033 0.9995"	"dimensionless"	"Unit Vector"	"direct"	"6.25 120.19 0.0"	"micron"	"direct"	"22.125"	"micron^2"	"direct"	"5.308"	"micron"	"direct"	"6.52025"	"micron"	"direct"	"4.80525"	"micron"	"direct"	"22.99425"	"micron"	"direct"	"2.654"	"micron"	"direct"	"0.73697328"	"dimensionless"	"direct"	"0.52584124"	"dimensionless"	"direct"	"0.67592188"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000121.xml"
"MCDS_S_0000000121.0.24"	"Geometrical Property Characterization"	"individual"	"nucleus"	"24"	"0.8761 0.4821"	"dimensionless"	"Unit Vector"	"direct"	"7.11 353.18 0.0"	"micron"	"direct"	"45.1875"	"micron^2"	"direct"	"7.586"	"micron"	"direct"	"8.64075"	"micron"	"direct"	"6.76125"	"micron"	"direct"	"26.1065"	"micron"	"direct"	"3.793"	"micron"	"direct"	"0.78248416"	"dimensionless"	"direct"	"0.83316473"	"dimensionless"	"direct"	"0.62267049"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000121.xml"
"MCDS_S_0000000121.0.25"	"Geometrical Property Characterization"	"individual"	"nucleus"	"25"	"0.6649 0.7469"	"dimensionless"	"Unit Vector"	"direct"	"7.72 283.57 0.0"	"micron"	"direct"	"37.5"	"micron^2"	"direct"	"6.9105"	"micron"	"direct"	"8.94125"	"micron"	"direct"	"5.6545"	"micron"	"direct"	"29.117"	"micron"	"direct"	"3.45525"	"micron"	"direct"	"0.63240598"	"dimensionless"	"direct"	"0.55583755"	"dimensionless"	"direct"	"0.77463712"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000121.xml"
"MCDS_S_0000000121.0.26"	"Geometrical Property Characterization"	"individual"	"nucleus"	"26"	"0.9703 -0.2421"	"dimensionless"	"Unit Vector"	"direct"	"7.74 464.33 0.0"	"micron"	"direct"	"41.125"	"micron^2"	"direct"	"7.237"	"micron"	"direct"	"12.8485"	"micron"	"direct"	"4.89125"	"micron"	"direct"	"32.6065"	"micron"	"direct"	"3.6185"	"micron"	"direct"	"0.38068646"	"dimensionless"	"direct"	"0.48607961"	"dimensionless"	"direct"	"0.92470418"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000121.xml"
"MCDS_S_0000000121.0.27"	"Geometrical Property Characterization"	"individual"	"nucleus"	"27"	"0.8347 0.5508"	"dimensionless"	"Unit Vector"	"direct"	"6.59 202.87 0.0"	"micron"	"direct"	"14.0625"	"micron^2"	"direct"	"4.232"	"micron"	"direct"	"5.03675"	"micron"	"direct"	"3.6385"	"micron"	"direct"	"13.77825"	"micron"	"direct"	"2.116"	"micron"	"direct"	"0.72239043"	"dimensionless"	"direct"	"0.93085981"	"dimensionless"	"direct"	"0.69148541"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000121.xml"
"MCDS_S_0000000121.0.28"	"Geometrical Property Characterization"	"individual"	"nucleus"	"28"	"0.4291 -0.9032"	"dimensionless"	"Unit Vector"	"direct"	"8.44 261.95 0.0"	"micron"	"direct"	"27.1875"	"micron^2"	"direct"	"5.884"	"micron"	"direct"	"8.8955"	"micron"	"direct"	"4.378"	"micron"	"direct"	"23.6065"	"micron"	"direct"	"2.942"	"micron"	"direct"	"0.49215896"	"dimensionless"	"direct"	"0.61307829"	"dimensionless"	"direct"	"0.87050535"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000121.xml"
"MCDS_S_0000000121.0.29"	"Geometrical Property Characterization"	"individual"	"nucleus"	"29"	"0.208 -0.9781"	"dimensionless"	"Unit Vector"	"direct"	"8.13 275.62 0.0"	"micron"	"direct"	"24.6875"	"micron^2"	"direct"	"5.607"	"micron"	"direct"	"6.415"	"micron"	"direct"	"4.92425"	"micron"	"direct"	"18.27825"	"micron"	"direct"	"2.8035"	"micron"	"direct"	"0.76761496"	"dimensionless"	"direct"	"0.92857663"	"dimensionless"	"direct"	"0.64091128"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000121.xml"
"MCDS_S_0000000121.0.30"	"Geometrical Property Characterization"	"individual"	"nucleus"	"30"	"0.9988 -0.049"	"dimensionless"	"Unit Vector"	"direct"	"8.35 314.46 0.0"	"micron"	"direct"	"31.5"	"micron^2"	"direct"	"6.3335"	"micron"	"direct"	"8.69725"	"micron"	"direct"	"4.699"	"micron"	"direct"	"22.6925"	"micron"	"direct"	"3.16675"	"micron"	"direct"	"0.54028572"	"dimensionless"	"direct"	"0.76869796"	"dimensionless"	"direct"	"0.84148163"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000121.xml"
"MCDS_S_0000000121.0.31"	"Geometrical Property Characterization"	"individual"	"nucleus"	"31"	"0.048 0.9988"	"dimensionless"	"Unit Vector"	"direct"	"9.61 115.08 0.0"	"micron"	"direct"	"20.625"	"micron^2"	"direct"	"5.125"	"micron"	"direct"	"7.14425"	"micron"	"direct"	"3.789"	"micron"	"direct"	"18.13175"	"micron"	"direct"	"2.5625"	"micron"	"direct"	"0.53035658"	"dimensionless"	"direct"	"0.78835963"	"dimensionless"	"direct"	"0.84777467"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000121.xml"
"MCDS_S_0000000121.0.32"	"Geometrical Property Characterization"	"individual"	"nucleus"	"32"	"0.5489 0.8359"	"dimensionless"	"Unit Vector"	"direct"	"10.4 78.69 0.0"	"micron"	"direct"	"21.875"	"micron^2"	"direct"	"5.278"	"micron"	"direct"	"8.59375"	"micron"	"direct"	"3.30575"	"micron"	"direct"	"20.02075"	"micron"	"direct"	"2.639"	"micron"	"direct"	"0.38466909"	"dimensionless"	"direct"	"0.68579962"	"dimensionless"	"direct"	"0.92305454"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000121.xml"
"MCDS_S_0000000121.0.33"	"Geometrical Property Characterization"	"individual"	"nucleus"	"33"	"0.4141 -0.9102"	"dimensionless"	"Unit Vector"	"direct"	"12.83 363.68 0.0"	"micron"	"direct"	"90.0625"	"micron^2"	"direct"	"10.7095"	"micron"	"direct"	"13.957"	"micron"	"direct"	"9.173"	"micron"	"direct"	"44.56675"	"micron"	"direct"	"5.35475"	"micron"	"direct"	"0.65723293"	"dimensionless"	"direct"	"0.56981245"	"dimensionless"	"direct"	"0.75368752"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000121.xml"
"MCDS_S_0000000121.0.34"	"Geometrical Property Characterization"	"individual"	"nucleus"	"34"	"0.4699 -0.8827"	"dimensionless"	"Unit Vector"	"direct"	"9.93 385.09 0.0"	"micron"	"direct"	"38.6875"	"micron^2"	"direct"	"7.019"	"micron"	"direct"	"7.39"	"micron"	"direct"	"6.68725"	"micron"	"direct"	"23.16725"	"micron"	"direct"	"3.5095"	"micron"	"direct"	"0.90490528"	"dimensionless"	"direct"	"0.90579842"	"dimensionless"	"direct"	"0.42561302"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000121.xml"
"MCDS_S_0000000121.0.35"	"Geometrical Property Characterization"	"individual"	"nucleus"	"35"	"0.093 0.9957"	"dimensionless"	"Unit Vector"	"direct"	"10.83 221.39 0.0"	"micron"	"direct"	"34.4375"	"micron^2"	"direct"	"6.6225"	"micron"	"direct"	"7.79925"	"micron"	"direct"	"5.70475"	"micron"	"direct"	"22.546"	"micron"	"direct"	"3.31125"	"micron"	"direct"	"0.73144854"	"dimensionless"	"direct"	"0.85133889"	"dimensionless"	"direct"	"0.68189665"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000121.xml"
"MCDS_S_0000000121.0.36"	"Geometrical Property Characterization"	"individual"	"nucleus"	"36"	"0.753 -0.658"	"dimensionless"	"Unit Vector"	"direct"	"11.69 213.12 0.0"	"micron"	"direct"	"45.1875"	"micron^2"	"direct"	"7.586"	"micron"	"direct"	"11.88825"	"micron"	"direct"	"5.39475"	"micron"	"direct"	"31.617"	"micron"	"direct"	"3.793"	"micron"	"direct"	"0.4537884"	"dimensionless"	"direct"	"0.56805039"	"dimensionless"	"direct"	"0.89110947"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000121.xml"
"MCDS_S_0000000121.0.37"	"Geometrical Property Characterization"	"individual"	"nucleus"	"37"	"0.222 -0.975"	"dimensionless"	"Unit Vector"	"direct"	"14.62 371.47 0.0"	"micron"	"direct"	"63.1875"	"micron^2"	"direct"	"8.9705"	"micron"	"direct"	"13.74625"	"micron"	"direct"	"5.94325"	"micron"	"direct"	"34.37425"	"micron"	"direct"	"4.48525"	"micron"	"direct"	"0.43235428"	"dimensionless"	"direct"	"0.6720082"	"dimensionless"	"direct"	"0.90170382"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000121.xml"
"MCDS_S_0000000121.0.38"	"Geometrical Property Characterization"	"individual"	"nucleus"	"38"	"0.8817 -0.4718"	"dimensionless"	"Unit Vector"	"direct"	"9.89 430.25 0.0"	"micron"	"direct"	"15.1875"	"micron^2"	"direct"	"4.398"	"micron"	"direct"	"8.08575"	"micron"	"direct"	"2.50525"	"micron"	"direct"	"18.1925"	"micron"	"direct"	"2.199"	"micron"	"direct"	"0.3098352"	"dimensionless"	"direct"	"0.57664879"	"dimensionless"	"direct"	"0.95079027"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000121.xml"
"MCDS_S_0000000121.0.39"	"Geometrical Property Characterization"	"individual"	"nucleus"	"39"	"0.9443 0.3291"	"dimensionless"	"Unit Vector"	"direct"	"11.9 10.46 0.0"	"micron"	"direct"	"42.375"	"micron^2"	"direct"	"7.346"	"micron"	"direct"	"12.242"	"micron"	"direct"	"4.767"	"micron"	"direct"	"30.935"	"micron"	"direct"	"3.673"	"micron"	"direct"	"0.38939716"	"dimensionless"	"direct"	"0.55644127"	"dimensionless"	"direct"	"0.92106995"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000121.xml"
"MCDS_S_0000000121.0.40"	"Geometrical Property Characterization"	"individual"	"nucleus"	"40"	"0.986 -0.167"	"dimensionless"	"Unit Vector"	"direct"	"11.17 20.37 0.0"	"micron"	"direct"	"42.4375"	"micron^2"	"direct"	"7.3515"	"micron"	"direct"	"10.13025"	"micron"	"direct"	"5.39475"	"micron"	"direct"	"26.81375"	"micron"	"direct"	"3.67575"	"micron"	"direct"	"0.53253868"	"dimensionless"	"direct"	"0.74172778"	"dimensionless"	"direct"	"0.84640567"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000121.xml"
"MCDS_S_0000000121.0.41"	"Geometrical Property Characterization"	"individual"	"nucleus"	"41"	"0.568 0.823"	"dimensionless"	"Unit Vector"	"direct"	"12.79 83.32 0.0"	"micron"	"direct"	"35.375"	"micron^2"	"direct"	"6.712"	"micron"	"direct"	"10.18325"	"micron"	"direct"	"5.65625"	"micron"	"direct"	"36.506"	"micron"	"direct"	"3.356"	"micron"	"direct"	"0.55544644"	"dimensionless"	"direct"	"0.33356296"	"dimensionless"	"direct"	"0.83155231"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000121.xml"
