"Sample Name"	"Protocol REF"	"Characteristic[Population Type]"	"Characteristic[Cell Part]"	"Cell ID"	"Parameter Value[Orientation]"	"Units"	"Characteristic[Orientation Formalism]"	"Characteristic[Orientation Measurement Type]"	"Parameter Value[Position]"	"Units"	"Characteristic[Position Measurement Type]"	"Parameter Value[Total Area]"	"Units"	"Characteristic[Total Area Measurement Type]"	"Parameter Value[Diameter]"	"Units"	"Characteristic[Diameter Measurement Type]"	"Parameter Value[Major Axis]"	"Units"	"Characteristic[Major Axis Measurement Type]"	"Parameter Value [Minor Axis]"	"Units"	"Characteristic[Minor Axis Measurement Type]"	"Parameter Value[Perimeter]"	"Units"	"Characteristic[Perimeter Measurement Type]"	"Parameter Value[Radius]"	"Units"	"Characteristic[Radius Measurement Type]"	"Parameter Value[Aspect Ratio]"	"Units"	"Characteristic[Aspect Ratio Measurement Type]"	"Parameter Value[Circularity]"	"Units"	"Characteristic[Circularity Measurement Type]"	"Parameter Value[Eccentricity]"	"Units"	"Characteristic[Eccentricity Measurement Type]"	"Assay Name"	"MCDS-DSS File"
"MCDS_S_0000000208.0.10"	"Geometrical Property Characterization"	"individual"	"nucleus"	"10"	"0.9818 -0.19"	"dimensionless"	"Unit Vector"	"direct"	"9.06 190.22 0.0"	"micron"	"direct"	"14.875"	"micron^2"	"direct"	"4.3525"	"micron"	"direct"	"5.63575"	"micron"	"direct"	"3.4185"	"micron"	"direct"	"14.80325"	"micron"	"direct"	"2.17625"	"micron"	"direct"	"0.6065741"	"dimensionless"	"direct"	"0.85300719"	"dimensionless"	"direct"	"0.79502695"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000208.xml"
"MCDS_S_0000000208.0.11"	"Geometrical Property Characterization"	"individual"	"nucleus"	"11"	"0.9302 0.3671"	"dimensionless"	"Unit Vector"	"direct"	"11.52 171.31 0.0"	"micron"	"direct"	"29.5625"	"micron^2"	"direct"	"6.1355"	"micron"	"direct"	"6.89725"	"micron"	"direct"	"5.496"	"micron"	"direct"	"20.34775"	"micron"	"direct"	"3.06775"	"micron"	"direct"	"0.79683932"	"dimensionless"	"direct"	"0.89725985"	"dimensionless"	"direct"	"0.60419128"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000208.xml"
"MCDS_S_0000000208.0.12"	"Geometrical Property Characterization"	"individual"	"nucleus"	"12"	"0.977 0.213"	"dimensionless"	"Unit Vector"	"direct"	"10.53 63.92 0.0"	"micron"	"direct"	"15.0625"	"micron^2"	"direct"	"4.3795"	"micron"	"direct"	"6.43725"	"micron"	"direct"	"3.0775"	"micron"	"direct"	"16.4245"	"micron"	"direct"	"2.18975"	"micron"	"direct"	"0.47807682"	"dimensionless"	"direct"	"0.70165336"	"dimensionless"	"direct"	"0.87831803"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000208.xml"
"MCDS_S_0000000208.0.13"	"Geometrical Property Characterization"	"individual"	"nucleus"	"13"	"0.6467 0.7627"	"dimensionless"	"Unit Vector"	"direct"	"16.28 112.61 0.0"	"micron"	"direct"	"57.25"	"micron^2"	"direct"	"8.5385"	"micron"	"direct"	"15.3995"	"micron"	"direct"	"5.59525"	"micron"	"direct"	"39.324"	"micron"	"direct"	"4.26925"	"micron"	"direct"	"0.36333972"	"dimensionless"	"direct"	"0.46523243"	"dimensionless"	"direct"	"0.93165672"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000208.xml"
"MCDS_S_0000000208.0.14"	"Geometrical Property Characterization"	"individual"	"nucleus"	"14"	"0.8189 0.5739"	"dimensionless"	"Unit Vector"	"direct"	"12.86 58.79 0.0"	"micron"	"direct"	"13.1875"	"micron^2"	"direct"	"4.098"	"micron"	"direct"	"5.84375"	"micron"	"direct"	"2.9585"	"micron"	"direct"	"15.23525"	"micron"	"direct"	"2.049"	"micron"	"direct"	"0.50626738"	"dimensionless"	"direct"	"0.71395883"	"dimensionless"	"direct"	"0.86237657"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000208.xml"
"MCDS_S_0000000208.0.15"	"Geometrical Property Characterization"	"individual"	"nucleus"	"15"	"0.102 0.9948"	"dimensionless"	"Unit Vector"	"direct"	"17.88 101.65 0.0"	"micron"	"direct"	"90.9375"	"micron^2"	"direct"	"10.7615"	"micron"	"direct"	"15.9395"	"micron"	"direct"	"8.0395"	"micron"	"direct"	"49.06675"	"micron"	"direct"	"5.38075"	"micron"	"direct"	"0.50437592"	"dimensionless"	"direct"	"0.47465525"	"dimensionless"	"direct"	"0.86348418"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000208.xml"
"MCDS_S_0000000208.0.16"	"Geometrical Property Characterization"	"individual"	"nucleus"	"16"	"0.9513 -0.3081"	"dimensionless"	"Unit Vector"	"direct"	"13.69 202.9 0.0"	"micron"	"direct"	"30.25"	"micron^2"	"direct"	"6.2065"	"micron"	"direct"	"8.36875"	"micron"	"direct"	"4.66975"	"micron"	"direct"	"22.8995"	"micron"	"direct"	"3.10325"	"micron"	"direct"	"0.55799851"	"dimensionless"	"direct"	"0.72490859"	"dimensionless"	"direct"	"0.82984195"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000208.xml"
"MCDS_S_0000000208.0.17"	"Geometrical Property Characterization"	"individual"	"nucleus"	"17"	"0.7389 0.6739"	"dimensionless"	"Unit Vector"	"direct"	"17.4 90.13 0.0"	"micron"	"direct"	"88.1875"	"micron^2"	"direct"	"10.5975"	"micron"	"direct"	"15.35975"	"micron"	"direct"	"7.644"	"micron"	"direct"	"42.85975"	"micron"	"direct"	"5.29875"	"micron"	"direct"	"0.49766435"	"dimensionless"	"direct"	"0.60327819"	"dimensionless"	"direct"	"0.8673697"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000208.xml"
"MCDS_S_0000000208.0.18"	"Geometrical Property Characterization"	"individual"	"nucleus"	"18"	"0.287 -0.9579"	"dimensionless"	"Unit Vector"	"direct"	"14.76 250.05 0.0"	"micron"	"direct"	"18.0625"	"micron^2"	"direct"	"4.796"	"micron"	"direct"	"5.7395"	"micron"	"direct"	"4.0235"	"micron"	"direct"	"15.83875"	"micron"	"direct"	"2.398"	"micron"	"direct"	"0.70101925"	"dimensionless"	"direct"	"0.90478609"	"dimensionless"	"direct"	"0.71314235"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000208.xml"
"MCDS_S_0000000208.0.19"	"Geometrical Property Characterization"	"individual"	"nucleus"	"19"	"0.6281 0.7781"	"dimensionless"	"Unit Vector"	"direct"	"16.07 67.03 0.0"	"micron"	"direct"	"21.0"	"micron^2"	"direct"	"5.1715"	"micron"	"direct"	"8.08575"	"micron"	"direct"	"3.8475"	"micron"	"direct"	"21.16725"	"micron"	"direct"	"2.58575"	"micron"	"direct"	"0.47583712"	"dimensionless"	"direct"	"0.58897964"	"dimensionless"	"direct"	"0.87953342"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000208.xml"
"MCDS_S_0000000208.0.20"	"Geometrical Property Characterization"	"individual"	"nucleus"	"20"	"0.9567 0.2909"	"dimensionless"	"Unit Vector"	"direct"	"17.61 187.65 0.0"	"micron"	"direct"	"90.125"	"micron^2"	"direct"	"10.713"	"micron"	"direct"	"15.24325"	"micron"	"direct"	"7.688"	"micron"	"direct"	"40.188"	"micron"	"direct"	"5.3565"	"micron"	"direct"	"0.50435439"	"dimensionless"	"direct"	"0.70123301"	"dimensionless"	"direct"	"0.86349676"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000208.xml"
"MCDS_S_0000000208.0.21"	"Geometrical Property Characterization"	"individual"	"nucleus"	"21"	"0.5902 -0.8073"	"dimensionless"	"Unit Vector"	"direct"	"18.26 265.22 0.0"	"micron"	"direct"	"33.375"	"micron^2"	"direct"	"6.5195"	"micron"	"direct"	"8.96625"	"micron"	"direct"	"5.117"	"micron"	"direct"	"26.31375"	"micron"	"direct"	"3.25975"	"micron"	"direct"	"0.57069566"	"dimensionless"	"direct"	"0.60571126"	"dimensionless"	"direct"	"0.82116165"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000208.xml"
"MCDS_S_0000000208.0.22"	"Geometrical Property Characterization"	"individual"	"nucleus"	"22"	"0.214 0.9768"	"dimensionless"	"Unit Vector"	"direct"	"21.38 177.26 0.0"	"micron"	"direct"	"68.25"	"micron^2"	"direct"	"9.323"	"micron"	"direct"	"11.10225"	"micron"	"direct"	"8.24725"	"micron"	"direct"	"35.30775"	"micron"	"direct"	"4.6615"	"micron"	"direct"	"0.74284492"	"dimensionless"	"direct"	"0.68797465"	"dimensionless"	"direct"	"0.66946354"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000208.xml"
"MCDS_S_0000000208.0.23"	"Geometrical Property Characterization"	"individual"	"nucleus"	"23"	"0.5621 0.8271"	"dimensionless"	"Unit Vector"	"direct"	"19.06 5.71 0.0"	"micron"	"direct"	"28.0625"	"micron^2"	"direct"	"5.978"	"micron"	"direct"	"6.997"	"micron"	"direct"	"5.3195"	"micron"	"direct"	"21.6065"	"micron"	"direct"	"2.989"	"micron"	"direct"	"0.76025439"	"dimensionless"	"direct"	"0.7553833"	"dimensionless"	"direct"	"0.64962547"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000208.xml"
"MCDS_S_0000000208.0.24"	"Geometrical Property Characterization"	"individual"	"nucleus"	"24"	"0.936 -0.352"	"dimensionless"	"Unit Vector"	"direct"	"18.12 76.0 0.0"	"micron"	"direct"	"16.0625"	"micron^2"	"direct"	"4.523"	"micron"	"direct"	"5.48225"	"micron"	"direct"	"3.9695"	"micron"	"direct"	"16.02075"	"micron"	"direct"	"2.2615"	"micron"	"direct"	"0.72406402"	"dimensionless"	"direct"	"0.78642501"	"dimensionless"	"direct"	"0.68973277"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000208.xml"
"MCDS_S_0000000208.0.25"	"Geometrical Property Characterization"	"individual"	"nucleus"	"25"	"0.7901 -0.613"	"dimensionless"	"Unit Vector"	"direct"	"19.05 132.28 0.0"	"micron"	"direct"	"23.6875"	"micron^2"	"direct"	"5.4925"	"micron"	"direct"	"7.22275"	"micron"	"direct"	"4.2235"	"micron"	"direct"	"19.66725"	"micron"	"direct"	"2.74625"	"micron"	"direct"	"0.58474958"	"dimensionless"	"direct"	"0.76955881"	"dimensionless"	"direct"	"0.81121386"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000208.xml"
"MCDS_S_0000000208.0.26"	"Geometrical Property Characterization"	"individual"	"nucleus"	"26"	"0.9999 0.012"	"dimensionless"	"Unit Vector"	"direct"	"19.15 54.02 0.0"	"micron"	"direct"	"29.75"	"micron^2"	"direct"	"6.155"	"micron"	"direct"	"6.86575"	"micron"	"direct"	"5.5835"	"micron"	"direct"	"20.33875"	"micron"	"direct"	"3.0775"	"micron"	"direct"	"0.81323963"	"dimensionless"	"direct"	"0.90375002"	"dimensionless"	"direct"	"0.58192895"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000208.xml"
"MCDS_S_0000000208.0.27"	"Geometrical Property Characterization"	"individual"	"nucleus"	"27"	"0.198 -0.9802"	"dimensionless"	"Unit Vector"	"direct"	"23.17 116.84 0.0"	"micron"	"direct"	"112.6875"	"micron^2"	"direct"	"11.9795"	"micron"	"direct"	"12.42675"	"micron"	"direct"	"12.22"	"micron"	"direct"	"48.731"	"micron"	"direct"	"5.98975"	"micron"	"direct"	"0.9833625"	"dimensionless"	"direct"	"0.59631394"	"dimensionless"	"direct"	"0.18165403"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000208.xml"
"MCDS_S_0000000208.0.28"	"Geometrical Property Characterization"	"individual"	"nucleus"	"28"	"0.6681 -0.7441"	"dimensionless"	"Unit Vector"	"direct"	"21.57 72.2 0.0"	"micron"	"direct"	"44.1875"	"micron^2"	"direct"	"7.5015"	"micron"	"direct"	"9.24875"	"micron"	"direct"	"6.17275"	"micron"	"direct"	"27.7635"	"micron"	"direct"	"3.75075"	"micron"	"direct"	"0.66741452"	"dimensionless"	"direct"	"0.7203787"	"dimensionless"	"direct"	"0.74468642"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000208.xml"
"MCDS_S_0000000208.0.29"	"Geometrical Property Characterization"	"individual"	"nucleus"	"29"	"0.7558 0.6548"	"dimensionless"	"Unit Vector"	"direct"	"23.09 193.98 0.0"	"micron"	"direct"	"86.875"	"micron^2"	"direct"	"10.518"	"micron"	"direct"	"13.0825"	"micron"	"direct"	"8.72975"	"micron"	"direct"	"37.23825"	"micron"	"direct"	"5.259"	"micron"	"direct"	"0.66728454"	"dimensionless"	"direct"	"0.78727445"	"dimensionless"	"direct"	"0.74480289"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000208.xml"
"MCDS_S_0000000208.0.30"	"Geometrical Property Characterization"	"individual"	"nucleus"	"30"	"0.9221 0.387"	"dimensionless"	"Unit Vector"	"direct"	"20.44 62.29 0.0"	"micron"	"direct"	"18.0"	"micron^2"	"direct"	"4.788"	"micron"	"direct"	"6.0745"	"micron"	"direct"	"3.90175"	"micron"	"direct"	"16.364"	"micron"	"direct"	"2.394"	"micron"	"direct"	"0.64231624"	"dimensionless"	"direct"	"0.84470182"	"dimensionless"	"direct"	"0.76643972"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000208.xml"
"MCDS_S_0000000208.0.31"	"Geometrical Property Characterization"	"individual"	"nucleus"	"31"	"0.209 0.9779"	"dimensionless"	"Unit Vector"	"direct"	"22.66 163.24 0.0"	"micron"	"direct"	"20.5"	"micron^2"	"direct"	"5.1095"	"micron"	"direct"	"7.59625"	"micron"	"direct"	"3.8205"	"micron"	"direct"	"20.2175"	"micron"	"direct"	"2.55475"	"micron"	"direct"	"0.50294553"	"dimensionless"	"direct"	"0.63024415"	"dimensionless"	"direct"	"0.86431811"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000208.xml"
"MCDS_S_0000000208.0.32"	"Geometrical Property Characterization"	"individual"	"nucleus"	"32"	"0.981 -0.194"	"dimensionless"	"Unit Vector"	"direct"	"24.74 208.5 0.0"	"micron"	"direct"	"130.25"	"micron^2"	"direct"	"12.879"	"micron"	"direct"	"17.0965"	"micron"	"direct"	"9.87875"	"micron"	"direct"	"46.006"	"micron"	"direct"	"6.4395"	"micron"	"direct"	"0.57782295"	"dimensionless"	"direct"	"0.77331894"	"dimensionless"	"direct"	"0.81616214"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000208.xml"
"MCDS_S_0000000208.0.33"	"Geometrical Property Characterization"	"individual"	"nucleus"	"33"	"0.8757 -0.4828"	"dimensionless"	"Unit Vector"	"direct"	"24.69 264.22 0.0"	"micron"	"direct"	"15.1875"	"micron^2"	"direct"	"4.398"	"micron"	"direct"	"8.15025"	"micron"	"direct"	"2.61625"	"micron"	"direct"	"19.16725"	"micron"	"direct"	"2.199"	"micron"	"direct"	"0.32100242"	"dimensionless"	"direct"	"0.51948922"	"dimensionless"	"direct"	"0.94707837"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000208.xml"
"MCDS_S_0000000208.0.34"	"Geometrical Property Characterization"	"individual"	"nucleus"	"34"	"0.8127 0.5828"	"dimensionless"	"Unit Vector"	"direct"	"29.27 147.23 0.0"	"micron"	"direct"	"103.375"	"micron^2"	"direct"	"11.4735"	"micron"	"direct"	"16.10875"	"micron"	"direct"	"8.5365"	"micron"	"direct"	"47.7575"	"micron"	"direct"	"5.73675"	"micron"	"direct"	"0.52992939"	"dimensionless"	"direct"	"0.56956359"	"dimensionless"	"direct"	"0.84804177"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000208.xml"
"MCDS_S_0000000208.0.35"	"Geometrical Property Characterization"	"individual"	"nucleus"	"35"	"0.2071 0.9783"	"dimensionless"	"Unit Vector"	"direct"	"32.14 62.92 0.0"	"micron"	"direct"	"159.875"	"micron^2"	"direct"	"14.269"	"micron"	"direct"	"16.03"	"micron"	"direct"	"13.97925"	"micron"	"direct"	"64.5165"	"micron"	"direct"	"7.1345"	"micron"	"direct"	"0.872068"	"dimensionless"	"direct"	"0.48266835"	"dimensionless"	"direct"	"0.48938472"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000208.xml"
"MCDS_S_0000000208.0.36"	"Geometrical Property Characterization"	"individual"	"nucleus"	"36"	"0.3691 0.9294"	"dimensionless"	"Unit Vector"	"direct"	"30.85 163.54 0.0"	"micron"	"direct"	"66.4375"	"micron^2"	"direct"	"9.198"	"micron"	"direct"	"10.921"	"micron"	"direct"	"7.8965"	"micron"	"direct"	"31.91725"	"micron"	"direct"	"4.599"	"micron"	"direct"	"0.7230565"	"dimensionless"	"direct"	"0.81954389"	"dimensionless"	"direct"	"0.6907889"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000208.xml"
"MCDS_S_0000000208.0.37"	"Geometrical Property Characterization"	"individual"	"nucleus"	"37"	"0.7341 0.6791"	"dimensionless"	"Unit Vector"	"direct"	"29.23 182.36 0.0"	"micron"	"direct"	"37.8125"	"micron^2"	"direct"	"6.9395"	"micron"	"direct"	"9.3755"	"micron"	"direct"	"5.39525"	"micron"	"direct"	"26.5815"	"micron"	"direct"	"3.46975"	"micron"	"direct"	"0.57546264"	"dimensionless"	"direct"	"0.67249071"	"dimensionless"	"direct"	"0.81782807"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000208.xml"
"MCDS_S_0000000208.0.38"	"Geometrical Property Characterization"	"individual"	"nucleus"	"38"	"0.9626 -0.2709"	"dimensionless"	"Unit Vector"	"direct"	"29.49 233.93 0.0"	"micron"	"direct"	"30.875"	"micron^2"	"direct"	"6.2705"	"micron"	"direct"	"7.56675"	"micron"	"direct"	"5.60425"	"micron"	"direct"	"24.0135"	"micron"	"direct"	"3.13525"	"micron"	"direct"	"0.74064162"	"dimensionless"	"direct"	"0.67283086"	"dimensionless"	"direct"	"0.67190028"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000208.xml"
"MCDS_S_0000000208.0.39"	"Geometrical Property Characterization"	"individual"	"nucleus"	"39"	"0.9967 -0.081"	"dimensionless"	"Unit Vector"	"direct"	"28.65 219.91 0.0"	"micron"	"direct"	"19.3125"	"micron^2"	"direct"	"4.959"	"micron"	"direct"	"6.16175"	"micron"	"direct"	"4.05275"	"micron"	"direct"	"16.80325"	"micron"	"direct"	"2.4795"	"micron"	"direct"	"0.65772711"	"dimensionless"	"direct"	"0.85953147"	"dimensionless"	"direct"	"0.7532563"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000208.xml"
"MCDS_S_0000000208.0.40"	"Geometrical Property Characterization"	"individual"	"nucleus"	"40"	"0.9698 -0.2439"	"dimensionless"	"Unit Vector"	"direct"	"31.94 202.68 0.0"	"micron"	"direct"	"83.8125"	"micron^2"	"direct"	"10.331"	"micron"	"direct"	"13.65025"	"micron"	"direct"	"8.013"	"micron"	"direct"	"38.867"	"micron"	"direct"	"5.1655"	"micron"	"direct"	"0.58702222"	"dimensionless"	"direct"	"0.69719878"	"dimensionless"	"direct"	"0.80957082"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000208.xml"
"MCDS_S_0000000208.0.41"	"Geometrical Property Characterization"	"individual"	"nucleus"	"41"	"0.174 -0.9848"	"dimensionless"	"Unit Vector"	"direct"	"32.47 83.96 0.0"	"micron"	"direct"	"17.8125"	"micron^2"	"direct"	"4.763"	"micron"	"direct"	"5.50625"	"micron"	"direct"	"4.57"	"micron"	"direct"	"18.48525"	"micron"	"direct"	"2.3815"	"micron"	"direct"	"0.82996595"	"dimensionless"	"direct"	"0.65506453"	"dimensionless"	"direct"	"0.55781406"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000208.xml"
