"Sample Name"	"Protocol REF"	"Characteristic[Population Type]"	"Characteristic[Cell Part]"	"Cell ID"	"Parameter Value[Orientation]"	"Units"	"Characteristic[Orientation Formalism]"	"Characteristic[Orientation Measurement Type]"	"Parameter Value[Position]"	"Units"	"Characteristic[Position Measurement Type]"	"Parameter Value[Total Area]"	"Units"	"Characteristic[Total Area Measurement Type]"	"Parameter Value[Diameter]"	"Units"	"Characteristic[Diameter Measurement Type]"	"Parameter Value[Major Axis]"	"Units"	"Characteristic[Major Axis Measurement Type]"	"Parameter Value [Minor Axis]"	"Units"	"Characteristic[Minor Axis Measurement Type]"	"Parameter Value[Perimeter]"	"Units"	"Characteristic[Perimeter Measurement Type]"	"Parameter Value[Radius]"	"Units"	"Characteristic[Radius Measurement Type]"	"Parameter Value[Aspect Ratio]"	"Units"	"Characteristic[Aspect Ratio Measurement Type]"	"Parameter Value[Circularity]"	"Units"	"Characteristic[Circularity Measurement Type]"	"Parameter Value[Eccentricity]"	"Units"	"Characteristic[Eccentricity Measurement Type]"	"Assay Name"	"MCDS-DSS File"
"MCDS_S_0000000254.0.10"	"Geometrical Property Characterization"	"individual"	"nucleus"	"10"	"0.9307 -0.3659"	"dimensionless"	"Unit Vector"	"direct"	"2.97 284.35 0.0"	"micron"	"direct"	"27.9375"	"micron^2"	"direct"	"5.9645"	"micron"	"direct"	"7.44225"	"micron"	"direct"	"5.05225"	"micron"	"direct"	"21.24425"	"micron"	"direct"	"2.98225"	"micron"	"direct"	"0.67886056"	"dimensionless"	"direct"	"0.77788357"	"dimensionless"	"direct"	"0.73426721"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000254.xml"
"MCDS_S_0000000254.0.11"	"Geometrical Property Characterization"	"individual"	"nucleus"	"11"	"0.7071 -0.7071"	"dimensionless"	"Unit Vector"	"direct"	"8.31 315.1 0.0"	"micron"	"direct"	"105.25"	"micron^2"	"direct"	"11.5775"	"micron"	"direct"	"16.69175"	"micron"	"direct"	"8.73175"	"micron"	"direct"	"46.42025"	"micron"	"direct"	"5.78875"	"micron"	"direct"	"0.52311771"	"dimensionless"	"direct"	"0.61378606"	"dimensionless"	"direct"	"0.85226044"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000254.xml"
"MCDS_S_0000000254.0.12"	"Geometrical Property Characterization"	"individual"	"nucleus"	"12"	"0.039 -0.9992"	"dimensionless"	"Unit Vector"	"direct"	"5.15 330.52 0.0"	"micron"	"direct"	"43.0625"	"micron^2"	"direct"	"7.4055"	"micron"	"direct"	"12.10375"	"micron"	"direct"	"5.70225"	"micron"	"direct"	"33.728"	"micron"	"direct"	"3.70275"	"micron"	"direct"	"0.47111432"	"dimensionless"	"direct"	"0.47569428"	"dimensionless"	"direct"	"0.88207216"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000254.xml"
"MCDS_S_0000000254.0.13"	"Geometrical Property Characterization"	"individual"	"nucleus"	"13"	"0.107 0.9943"	"dimensionless"	"Unit Vector"	"direct"	"4.92 336.0 0.0"	"micron"	"direct"	"22.875"	"micron^2"	"direct"	"5.3975"	"micron"	"direct"	"8.29775"	"micron"	"direct"	"4.111"	"micron"	"direct"	"27.27075"	"micron"	"direct"	"2.69875"	"micron"	"direct"	"0.49543551"	"dimensionless"	"direct"	"0.3865243"	"dimensionless"	"direct"	"0.86864472"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000254.xml"
"MCDS_S_0000000254.0.14"	"Geometrical Property Characterization"	"individual"	"nucleus"	"14"	"0.989 -0.148"	"dimensionless"	"Unit Vector"	"direct"	"2.79 378.53 0.0"	"micron"	"direct"	"36.1875"	"micron^2"	"direct"	"6.7885"	"micron"	"direct"	"10.65175"	"micron"	"direct"	"4.49"	"micron"	"direct"	"25.83875"	"micron"	"direct"	"3.39425"	"micron"	"direct"	"0.42152698"	"dimensionless"	"direct"	"0.68112284"	"dimensionless"	"direct"	"0.90681586"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000254.xml"
"MCDS_S_0000000254.0.15"	"Geometrical Property Characterization"	"individual"	"nucleus"	"15"	"0.022 0.9998"	"dimensionless"	"Unit Vector"	"direct"	"4.07 399.35 0.0"	"micron"	"direct"	"28.0"	"micron^2"	"direct"	"5.9715"	"micron"	"direct"	"9.2585"	"micron"	"direct"	"4.681"	"micron"	"direct"	"24.51925"	"micron"	"direct"	"2.98575"	"micron"	"direct"	"0.50558946"	"dimensionless"	"direct"	"0.58526632"	"dimensionless"	"direct"	"0.86277419"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000254.xml"
"MCDS_S_0000000254.0.16"	"Geometrical Property Characterization"	"individual"	"nucleus"	"16"	"0.9816 0.1909"	"dimensionless"	"Unit Vector"	"direct"	"2.34 404.66 0.0"	"micron"	"direct"	"15.4375"	"micron^2"	"direct"	"4.434"	"micron"	"direct"	"5.21575"	"micron"	"direct"	"3.9165"	"micron"	"direct"	"15.34625"	"micron"	"direct"	"2.217"	"micron"	"direct"	"0.75089872"	"dimensionless"	"direct"	"0.82372509"	"dimensionless"	"direct"	"0.66041738"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000254.xml"
"MCDS_S_0000000254.0.17"	"Geometrical Property Characterization"	"individual"	"nucleus"	"17"	"0.9941 -0.108"	"dimensionless"	"Unit Vector"	"direct"	"2.79 435.82 0.0"	"micron"	"direct"	"30.125"	"micron^2"	"direct"	"6.194"	"micron"	"direct"	"8.6665"	"micron"	"direct"	"4.51625"	"micron"	"direct"	"22.48525"	"micron"	"direct"	"3.097"	"micron"	"direct"	"0.52111579"	"dimensionless"	"direct"	"0.748758"	"dimensionless"	"direct"	"0.85348599"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000254.xml"
"MCDS_S_0000000254.0.18"	"Geometrical Property Characterization"	"individual"	"nucleus"	"18"	"0.076 -0.9971"	"dimensionless"	"Unit Vector"	"direct"	"4.41 118.68 0.0"	"micron"	"direct"	"23.0"	"micron^2"	"direct"	"5.412"	"micron"	"direct"	"8.22425"	"micron"	"direct"	"3.798"	"micron"	"direct"	"21.1925"	"micron"	"direct"	"2.706"	"micron"	"direct"	"0.46180503"	"dimensionless"	"direct"	"0.6435367"	"dimensionless"	"direct"	"0.88698146"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000254.xml"
"MCDS_S_0000000254.0.19"	"Geometrical Property Characterization"	"individual"	"nucleus"	"19"	"0.9196 -0.3928"	"dimensionless"	"Unit Vector"	"direct"	"3.22 156.48 0.0"	"micron"	"direct"	"24.125"	"micron^2"	"direct"	"5.543"	"micron"	"direct"	"9.01775"	"micron"	"direct"	"3.63475"	"micron"	"direct"	"22.66725"	"micron"	"direct"	"2.7715"	"micron"	"direct"	"0.40306618"	"dimensionless"	"direct"	"0.59003737"	"dimensionless"	"direct"	"0.91517084"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000254.xml"
"MCDS_S_0000000254.0.20"	"Geometrical Property Characterization"	"individual"	"nucleus"	"20"	"0.327 0.945"	"dimensionless"	"Unit Vector"	"direct"	"5.59 251.38 0.0"	"micron"	"direct"	"43.4375"	"micron^2"	"direct"	"7.4375"	"micron"	"direct"	"10.769"	"micron"	"direct"	"5.9715"	"micron"	"direct"	"34.824"	"micron"	"direct"	"3.71875"	"micron"	"direct"	"0.55450831"	"dimensionless"	"direct"	"0.45010867"	"dimensionless"	"direct"	"0.83217819"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000254.xml"
"MCDS_S_0000000254.0.21"	"Geometrical Property Characterization"	"individual"	"nucleus"	"21"	"0.9443 -0.3291"	"dimensionless"	"Unit Vector"	"direct"	"3.74 300.95 0.0"	"micron"	"direct"	"47.5625"	"micron^2"	"direct"	"7.7825"	"micron"	"direct"	"11.00075"	"micron"	"direct"	"5.84125"	"micron"	"direct"	"32.99575"	"micron"	"direct"	"3.89125"	"micron"	"direct"	"0.53098652"	"dimensionless"	"direct"	"0.54898254"	"dimensionless"	"direct"	"0.84738026"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000254.xml"
"MCDS_S_0000000254.0.22"	"Geometrical Property Characterization"	"individual"	"nucleus"	"22"	"0.7312 -0.6822"	"dimensionless"	"Unit Vector"	"direct"	"6.09 3.42 0.0"	"micron"	"direct"	"32.4375"	"micron^2"	"direct"	"6.427"	"micron"	"direct"	"8.52625"	"micron"	"direct"	"5.2665"	"micron"	"direct"	"23.3995"	"micron"	"direct"	"3.2135"	"micron"	"direct"	"0.61768069"	"dimensionless"	"direct"	"0.74446466"	"dimensionless"	"direct"	"0.78642899"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000254.xml"
"MCDS_S_0000000254.0.23"	"Geometrical Property Characterization"	"individual"	"nucleus"	"23"	"0.957 0.29"	"dimensionless"	"Unit Vector"	"direct"	"4.3 229.68 0.0"	"micron"	"direct"	"29.75"	"micron^2"	"direct"	"6.155"	"micron"	"direct"	"7.2205"	"micron"	"direct"	"5.388"	"micron"	"direct"	"20.728"	"micron"	"direct"	"3.0775"	"micron"	"direct"	"0.74620871"	"dimensionless"	"direct"	"0.87012578"	"dimensionless"	"direct"	"0.66571207"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000254.xml"
"MCDS_S_0000000254.0.24"	"Geometrical Property Characterization"	"individual"	"nucleus"	"24"	"0.8127 0.5828"	"dimensionless"	"Unit Vector"	"direct"	"5.11 390.53 0.0"	"micron"	"direct"	"25.8125"	"micron^2"	"direct"	"5.7335"	"micron"	"direct"	"6.7665"	"micron"	"direct"	"4.88775"	"micron"	"direct"	"18.753"	"micron"	"direct"	"2.86675"	"micron"	"direct"	"0.72234538"	"dimensionless"	"direct"	"0.92235568"	"dimensionless"	"direct"	"0.69153247"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000254.xml"
"MCDS_S_0000000254.0.25"	"Geometrical Property Characterization"	"individual"	"nucleus"	"25"	"0.9338 0.3579"	"dimensionless"	"Unit Vector"	"direct"	"6.28 343.17 0.0"	"micron"	"direct"	"35.75"	"micron^2"	"direct"	"6.7475"	"micron"	"direct"	"8.2355"	"micron"	"direct"	"6.04825"	"micron"	"direct"	"24.16725"	"micron"	"direct"	"3.37375"	"micron"	"direct"	"0.734412"	"dimensionless"	"direct"	"0.76918612"	"dimensionless"	"direct"	"0.67870393"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000254.xml"
"MCDS_S_0000000254.0.26"	"Geometrical Property Characterization"	"individual"	"nucleus"	"26"	"0.896 0.444"	"dimensionless"	"Unit Vector"	"direct"	"5.08 365.94 0.0"	"micron"	"direct"	"16.3125"	"micron^2"	"direct"	"4.558"	"micron"	"direct"	"6.24575"	"micron"	"direct"	"3.411"	"micron"	"direct"	"16.27825"	"micron"	"direct"	"2.279"	"micron"	"direct"	"0.54613137"	"dimensionless"	"direct"	"0.77359733"	"dimensionless"	"direct"	"0.83769954"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000254.xml"
"MCDS_S_0000000254.0.27"	"Geometrical Property Characterization"	"individual"	"nucleus"	"27"	"0.135 0.9908"	"dimensionless"	"Unit Vector"	"direct"	"6.78 402.96 0.0"	"micron"	"direct"	"23.6875"	"micron^2"	"direct"	"5.4925"	"micron"	"direct"	"6.34575"	"micron"	"direct"	"4.993"	"micron"	"direct"	"19.364"	"micron"	"direct"	"2.74625"	"micron"	"direct"	"0.78682583"	"dimensionless"	"direct"	"0.7938509"	"dimensionless"	"direct"	"0.61717511"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000254.xml"
"MCDS_S_0000000254.0.28"	"Geometrical Property Characterization"	"individual"	"nucleus"	"28"	"0.4711 0.8821"	"dimensionless"	"Unit Vector"	"direct"	"6.86 233.28 0.0"	"micron"	"direct"	"14.9375"	"micron^2"	"direct"	"4.3615"	"micron"	"direct"	"5.5735"	"micron"	"direct"	"3.689"	"micron"	"direct"	"15.51925"	"micron"	"direct"	"2.18075"	"micron"	"direct"	"0.66188212"	"dimensionless"	"direct"	"0.77937474"	"dimensionless"	"direct"	"0.74960794"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000254.xml"
"MCDS_S_0000000254.0.29"	"Geometrical Property Characterization"	"individual"	"nucleus"	"29"	"0.9908 0.135"	"dimensionless"	"Unit Vector"	"direct"	"5.86 294.6 0.0"	"micron"	"direct"	"12.8125"	"micron^2"	"direct"	"4.0395"	"micron"	"direct"	"5.41825"	"micron"	"direct"	"3.3005"	"micron"	"direct"	"15.2175"	"micron"	"direct"	"2.01975"	"micron"	"direct"	"0.60914502"	"dimensionless"	"direct"	"0.69527581"	"dimensionless"	"direct"	"0.79305885"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000254.xml"
"MCDS_S_0000000254.0.30"	"Geometrical Property Characterization"	"individual"	"nucleus"	"30"	"0.6739 -0.7389"	"dimensionless"	"Unit Vector"	"direct"	"6.77 372.6 0.0"	"micron"	"direct"	"17.9375"	"micron^2"	"direct"	"4.7795"	"micron"	"direct"	"5.90475"	"micron"	"direct"	"4.01225"	"micron"	"direct"	"16.753"	"micron"	"direct"	"2.38975"	"micron"	"direct"	"0.67949532"	"dimensionless"	"direct"	"0.80313139"	"dimensionless"	"direct"	"0.73367984"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000254.xml"
"MCDS_S_0000000254.0.31"	"Geometrical Property Characterization"	"individual"	"nucleus"	"31"	"0.9675 0.2529"	"dimensionless"	"Unit Vector"	"direct"	"6.89 239.95 0.0"	"micron"	"direct"	"23.9375"	"micron^2"	"direct"	"5.521"	"micron"	"direct"	"6.938"	"micron"	"direct"	"4.58825"	"micron"	"direct"	"19.864"	"micron"	"direct"	"2.7605"	"micron"	"direct"	"0.66132171"	"dimensionless"	"direct"	"0.76235147"	"dimensionless"	"direct"	"0.75010239"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000254.xml"
"MCDS_S_0000000254.0.32"	"Geometrical Property Characterization"	"individual"	"nucleus"	"32"	"0.9999 0.015"	"dimensionless"	"Unit Vector"	"direct"	"8.01 181.42 0.0"	"micron"	"direct"	"38.9375"	"micron^2"	"direct"	"7.0415"	"micron"	"direct"	"8.57025"	"micron"	"direct"	"5.931"	"micron"	"direct"	"24.87425"	"micron"	"direct"	"3.52075"	"micron"	"direct"	"0.69204516"	"dimensionless"	"direct"	"0.79082054"	"dimensionless"	"direct"	"0.72185421"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000254.xml"
"MCDS_S_0000000254.0.33"	"Geometrical Property Characterization"	"individual"	"nucleus"	"33"	"0.996 -0.089"	"dimensionless"	"Unit Vector"	"direct"	"8.04 395.39 0.0"	"micron"	"direct"	"28.625"	"micron^2"	"direct"	"6.0375"	"micron"	"direct"	"6.80975"	"micron"	"direct"	"5.52325"	"micron"	"direct"	"20.87425"	"micron"	"direct"	"3.01875"	"micron"	"direct"	"0.8110797"	"dimensionless"	"direct"	"0.8255314"	"dimensionless"	"direct"	"0.58493565"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000254.xml"
"MCDS_S_0000000254.0.34"	"Geometrical Property Characterization"	"individual"	"nucleus"	"34"	"0.613 -0.7901"	"dimensionless"	"Unit Vector"	"direct"	"8.44 26.07 0.0"	"micron"	"direct"	"19.5"	"micron^2"	"direct"	"4.9835"	"micron"	"direct"	"7.205"	"micron"	"direct"	"3.73375"	"micron"	"direct"	"19.5815"	"micron"	"direct"	"2.49175"	"micron"	"direct"	"0.51821652"	"dimensionless"	"direct"	"0.63907608"	"dimensionless"	"direct"	"0.85524946"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000254.xml"
"MCDS_S_0000000254.0.35"	"Geometrical Property Characterization"	"individual"	"nucleus"	"35"	"0.5561 0.8311"	"dimensionless"	"Unit Vector"	"direct"	"9.75 100.55 0.0"	"micron"	"direct"	"37.125"	"micron^2"	"direct"	"6.876"	"micron"	"direct"	"9.31875"	"micron"	"direct"	"5.264"	"micron"	"direct"	"24.37425"	"micron"	"direct"	"3.438"	"micron"	"direct"	"0.56488263"	"dimensionless"	"direct"	"0.78526059"	"dimensionless"	"direct"	"0.82517126"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000254.xml"
"MCDS_S_0000000254.0.36"	"Geometrical Property Characterization"	"individual"	"nucleus"	"36"	"0.8772 -0.4801"	"dimensionless"	"Unit Vector"	"direct"	"8.16 137.18 0.0"	"micron"	"direct"	"25.3125"	"micron^2"	"direct"	"5.6775"	"micron"	"direct"	"8.36425"	"micron"	"direct"	"3.875"	"micron"	"direct"	"20.253"	"micron"	"direct"	"2.83875"	"micron"	"direct"	"0.46328123"	"dimensionless"	"direct"	"0.7754721"	"dimensionless"	"direct"	"0.88621132"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000254.xml"
"MCDS_S_0000000254.0.37"	"Geometrical Property Characterization"	"individual"	"nucleus"	"37"	"0.9947 0.103"	"dimensionless"	"Unit Vector"	"direct"	"10.34 211.65 0.0"	"micron"	"direct"	"82.625"	"micron^2"	"direct"	"10.2575"	"micron"	"direct"	"12.47475"	"micron"	"direct"	"9.0325"	"micron"	"direct"	"38.9455"	"micron"	"direct"	"5.12875"	"micron"	"direct"	"0.72406261"	"dimensionless"	"direct"	"0.68455251"	"dimensionless"	"direct"	"0.68973425"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000254.xml"
"MCDS_S_0000000254.0.38"	"Geometrical Property Characterization"	"individual"	"nucleus"	"38"	"0.9135 0.4068"	"dimensionless"	"Unit Vector"	"direct"	"9.03 432.21 0.0"	"micron"	"direct"	"33.75"	"micron^2"	"direct"	"6.556"	"micron"	"direct"	"7.02575"	"micron"	"direct"	"6.217"	"micron"	"direct"	"21.6065"	"micron"	"direct"	"3.278"	"micron"	"direct"	"0.88488773"	"dimensionless"	"direct"	"0.9084788"	"dimensionless"	"direct"	"0.46580436"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000254.xml"
"MCDS_S_0000000254.0.39"	"Geometrical Property Characterization"	"individual"	"nucleus"	"39"	"0.9822 0.188"	"dimensionless"	"Unit Vector"	"direct"	"9.28 84.22 0.0"	"micron"	"direct"	"36.25"	"micron^2"	"direct"	"6.7945"	"micron"	"direct"	"7.651"	"micron"	"direct"	"6.27625"	"micron"	"direct"	"24.77075"	"micron"	"direct"	"3.39725"	"micron"	"direct"	"0.82031761"	"dimensionless"	"direct"	"0.74240273"	"dimensionless"	"direct"	"0.57190823"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000254.xml"
"MCDS_S_0000000254.0.40"	"Geometrical Property Characterization"	"individual"	"nucleus"	"40"	"0.168 -0.9858"	"dimensionless"	"Unit Vector"	"direct"	"11.12 66.5 0.0"	"micron"	"direct"	"49.8125"	"micron^2"	"direct"	"7.9645"	"micron"	"direct"	"8.81575"	"micron"	"direct"	"7.21425"	"micron"	"direct"	"26.0815"	"micron"	"direct"	"3.98225"	"micron"	"direct"	"0.8183365"	"dimensionless"	"direct"	"0.92020179"	"dimensionless"	"direct"	"0.5747394"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000254.xml"
"MCDS_S_0000000254.0.41"	"Geometrical Property Characterization"	"individual"	"nucleus"	"41"	"0.8347 -0.5508"	"dimensionless"	"Unit Vector"	"direct"	"8.96 284.06 0.0"	"micron"	"direct"	"27.125"	"micron^2"	"direct"	"5.8775"	"micron"	"direct"	"8.789"	"micron"	"direct"	"4.0585"	"micron"	"direct"	"21.66725"	"micron"	"direct"	"2.93875"	"micron"	"direct"	"0.46177039"	"dimensionless"	"direct"	"0.72605918"	"dimensionless"	"direct"	"0.88699949"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000254.xml"
