"Sample Name"	"Protocol REF"	"Characteristic[Population Type]"	"Characteristic[Cell Part]"	"Cell ID"	"Parameter Value[Orientation]"	"Units"	"Characteristic[Orientation Formalism]"	"Characteristic[Orientation Measurement Type]"	"Parameter Value[Position]"	"Units"	"Characteristic[Position Measurement Type]"	"Parameter Value[Total Area]"	"Units"	"Characteristic[Total Area Measurement Type]"	"Parameter Value[Diameter]"	"Units"	"Characteristic[Diameter Measurement Type]"	"Parameter Value[Major Axis]"	"Units"	"Characteristic[Major Axis Measurement Type]"	"Parameter Value [Minor Axis]"	"Units"	"Characteristic[Minor Axis Measurement Type]"	"Parameter Value[Perimeter]"	"Units"	"Characteristic[Perimeter Measurement Type]"	"Parameter Value[Radius]"	"Units"	"Characteristic[Radius Measurement Type]"	"Parameter Value[Aspect Ratio]"	"Units"	"Characteristic[Aspect Ratio Measurement Type]"	"Parameter Value[Circularity]"	"Units"	"Characteristic[Circularity Measurement Type]"	"Parameter Value[Eccentricity]"	"Units"	"Characteristic[Eccentricity Measurement Type]"	"Assay Name"	"MCDS-DSS File"
"MCDS_S_0000000114.0.10"	"Geometrical Property Characterization"	"individual"	"nucleus"	"10"	"0.721 0.693"	"dimensionless"	"Unit Vector"	"direct"	"2.58 61.29 0.0"	"micron"	"direct"	"16.6875"	"micron^2"	"direct"	"4.61"	"micron"	"direct"	"5.60425"	"micron"	"direct"	"3.903"	"micron"	"direct"	"15.27825"	"micron"	"direct"	"2.305"	"micron"	"direct"	"0.69643574"	"dimensionless"	"direct"	"0.89836726"	"dimensionless"	"direct"	"0.71761916"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000114.xml"
"MCDS_S_0000000114.0.11"	"Geometrical Property Characterization"	"individual"	"nucleus"	"11"	"0.8344 -0.5512"	"dimensionless"	"Unit Vector"	"direct"	"3.45 153.77 0.0"	"micron"	"direct"	"26.9375"	"micron^2"	"direct"	"5.857"	"micron"	"direct"	"9.97075"	"micron"	"direct"	"3.6505"	"micron"	"direct"	"23.728"	"micron"	"direct"	"2.9285"	"micron"	"direct"	"0.3661209"	"dimensionless"	"direct"	"0.60123587"	"dimensionless"	"direct"	"0.93056729"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000114.xml"
"MCDS_S_0000000114.0.12"	"Geometrical Property Characterization"	"individual"	"nucleus"	"12"	"0.7121 0.7021"	"dimensionless"	"Unit Vector"	"direct"	"5.58 68.29 0.0"	"micron"	"direct"	"42.1875"	"micron^2"	"direct"	"7.3295"	"micron"	"direct"	"8.17475"	"micron"	"direct"	"6.83525"	"micron"	"direct"	"26.796"	"micron"	"direct"	"3.66475"	"micron"	"direct"	"0.83614178"	"dimensionless"	"direct"	"0.73833544"	"dimensionless"	"direct"	"0.54851338"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000114.xml"
"MCDS_S_0000000114.0.13"	"Geometrical Property Characterization"	"individual"	"nucleus"	"13"	"0.153 0.9882"	"dimensionless"	"Unit Vector"	"direct"	"7.64 102.88 0.0"	"micron"	"direct"	"82.1875"	"micron^2"	"direct"	"10.2305"	"micron"	"direct"	"11.7605"	"micron"	"direct"	"9.298"	"micron"	"direct"	"38.9705"	"micron"	"direct"	"5.11525"	"micron"	"direct"	"0.79061264"	"dimensionless"	"direct"	"0.68005444"	"dimensionless"	"direct"	"0.61231662"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000114.xml"
"MCDS_S_0000000114.0.14"	"Geometrical Property Characterization"	"individual"	"nucleus"	"14"	"0.056 -0.9984"	"dimensionless"	"Unit Vector"	"direct"	"5.06 55.51 0.0"	"micron"	"direct"	"20.375"	"micron^2"	"direct"	"5.094"	"micron"	"direct"	"6.22775"	"micron"	"direct"	"4.219"	"micron"	"direct"	"16.9245"	"micron"	"direct"	"2.547"	"micron"	"direct"	"0.67745173"	"dimensionless"	"direct"	"0.89387293"	"dimensionless"	"direct"	"0.73556723"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000114.xml"
"MCDS_S_0000000114.0.15"	"Geometrical Property Characterization"	"individual"	"nucleus"	"15"	"0.613 -0.7901"	"dimensionless"	"Unit Vector"	"direct"	"8.2 83.68 0.0"	"micron"	"direct"	"48.875"	"micron^2"	"direct"	"7.8895"	"micron"	"direct"	"10.2135"	"micron"	"direct"	"6.35475"	"micron"	"direct"	"28.824"	"micron"	"direct"	"3.94475"	"micron"	"direct"	"0.62219122"	"dimensionless"	"direct"	"0.73924456"	"dimensionless"	"direct"	"0.78286531"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000114.xml"
"MCDS_S_0000000114.0.16"	"Geometrical Property Characterization"	"individual"	"nucleus"	"16"	"0.8271 -0.5621"	"dimensionless"	"Unit Vector"	"direct"	"7.93 112.97 0.0"	"micron"	"direct"	"38.375"	"micron^2"	"direct"	"6.9905"	"micron"	"direct"	"11.5885"	"micron"	"direct"	"4.32925"	"micron"	"direct"	"28.14225"	"micron"	"direct"	"3.49525"	"micron"	"direct"	"0.37358157"	"dimensionless"	"direct"	"0.60889249"	"dimensionless"	"direct"	"0.92759733"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000114.xml"
"MCDS_S_0000000114.0.17"	"Geometrical Property Characterization"	"individual"	"nucleus"	"17"	"0.9287 -0.3709"	"dimensionless"	"Unit Vector"	"direct"	"8.08 18.89 0.0"	"micron"	"direct"	"47.375"	"micron^2"	"direct"	"7.7675"	"micron"	"direct"	"9.45625"	"micron"	"direct"	"6.5825"	"micron"	"direct"	"27.0815"	"micron"	"direct"	"3.88375"	"micron"	"direct"	"0.69610046"	"dimensionless"	"direct"	"0.81173385"	"dimensionless"	"direct"	"0.71794439"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000114.xml"
"MCDS_S_0000000114.0.18"	"Geometrical Property Characterization"	"individual"	"nucleus"	"18"	"0.8173 -0.5762"	"dimensionless"	"Unit Vector"	"direct"	"7.83 35.61 0.0"	"micron"	"direct"	"38.4375"	"micron^2"	"direct"	"6.9965"	"micron"	"direct"	"8.5135"	"micron"	"direct"	"5.84675"	"micron"	"direct"	"24.21025"	"micron"	"direct"	"3.49825"	"micron"	"direct"	"0.6867622"	"dimensionless"	"direct"	"0.82407445"	"dimensionless"	"direct"	"0.72688216"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000114.xml"
"MCDS_S_0000000114.0.19"	"Geometrical Property Characterization"	"individual"	"nucleus"	"19"	"0.2559 -0.9667"	"dimensionless"	"Unit Vector"	"direct"	"8.59 92.43 0.0"	"micron"	"direct"	"36.375"	"micron^2"	"direct"	"6.806"	"micron"	"direct"	"7.938"	"micron"	"direct"	"5.94125"	"micron"	"direct"	"23.66725"	"micron"	"direct"	"3.403"	"micron"	"direct"	"0.74845679"	"dimensionless"	"direct"	"0.81605094"	"dimensionless"	"direct"	"0.66318356"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000114.xml"
"MCDS_S_0000000114.0.20"	"Geometrical Property Characterization"	"individual"	"nucleus"	"20"	"0.9901 0.14"	"dimensionless"	"Unit Vector"	"direct"	"8.16 44.54 0.0"	"micron"	"direct"	"44.875"	"micron^2"	"direct"	"7.5595"	"micron"	"direct"	"10.3655"	"micron"	"direct"	"5.75625"	"micron"	"direct"	"28.503"	"micron"	"direct"	"3.77975"	"micron"	"direct"	"0.55532777"	"dimensionless"	"direct"	"0.6941178"	"dimensionless"	"direct"	"0.83163157"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000114.xml"
"MCDS_S_0000000114.0.21"	"Geometrical Property Characterization"	"individual"	"nucleus"	"21"	"0.4981 -0.8671"	"dimensionless"	"Unit Vector"	"direct"	"10.84 122.78 0.0"	"micron"	"direct"	"49.875"	"micron^2"	"direct"	"7.9695"	"micron"	"direct"	"12.429"	"micron"	"direct"	"5.452"	"micron"	"direct"	"34.0135"	"micron"	"direct"	"3.98475"	"micron"	"direct"	"0.43865154"	"dimensionless"	"direct"	"0.54173903"	"dimensionless"	"direct"	"0.89865723"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000114.xml"
"MCDS_S_0000000114.0.22"	"Geometrical Property Characterization"	"individual"	"nucleus"	"22"	"0.2059 -0.9786"	"dimensionless"	"Unit Vector"	"direct"	"13.15 73.79 0.0"	"micron"	"direct"	"33.4375"	"micron^2"	"direct"	"6.5255"	"micron"	"direct"	"8.0175"	"micron"	"direct"	"5.4415"	"micron"	"direct"	"23.64225"	"micron"	"direct"	"3.26275"	"micron"	"direct"	"0.67870284"	"dimensionless"	"direct"	"0.75173722"	"dimensionless"	"direct"	"0.734413"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000114.xml"
"MCDS_S_0000000114.0.23"	"Geometrical Property Characterization"	"individual"	"nucleus"	"23"	"0.7384 -0.6744"	"dimensionless"	"Unit Vector"	"direct"	"13.9 81.87 0.0"	"micron"	"direct"	"40.3125"	"micron^2"	"direct"	"7.165"	"micron"	"direct"	"9.47075"	"micron"	"direct"	"5.49825"	"micron"	"direct"	"25.2885"	"micron"	"direct"	"3.5825"	"micron"	"direct"	"0.58055064"	"dimensionless"	"direct"	"0.79214276"	"dimensionless"	"direct"	"0.81422414"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000114.xml"
"MCDS_S_0000000114.0.24"	"Geometrical Property Characterization"	"individual"	"nucleus"	"24"	"0.889 -0.458"	"dimensionless"	"Unit Vector"	"direct"	"13.15 27.68 0.0"	"micron"	"direct"	"46.1875"	"micron^2"	"direct"	"7.6695"	"micron"	"direct"	"9.72575"	"micron"	"direct"	"6.151"	"micron"	"direct"	"26.41"	"micron"	"direct"	"3.83475"	"micron"	"direct"	"0.6324448"	"dimensionless"	"direct"	"0.83214214"	"dimensionless"	"direct"	"0.77460543"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000114.xml"
"MCDS_S_0000000114.0.25"	"Geometrical Property Characterization"	"individual"	"nucleus"	"25"	"0.803 -0.596"	"dimensionless"	"Unit Vector"	"direct"	"13.95 135.59 0.0"	"micron"	"direct"	"51.875"	"micron^2"	"direct"	"8.128"	"micron"	"direct"	"13.62275"	"micron"	"direct"	"5.497"	"micron"	"direct"	"35.88475"	"micron"	"direct"	"4.064"	"micron"	"direct"	"0.40351618"	"dimensionless"	"direct"	"0.50623029"	"dimensionless"	"direct"	"0.91497251"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000114.xml"
"MCDS_S_0000000114.0.26"	"Geometrical Property Characterization"	"individual"	"nucleus"	"26"	"0.9949 0.101"	"dimensionless"	"Unit Vector"	"direct"	"13.51 37.46 0.0"	"micron"	"direct"	"26.9375"	"micron^2"	"direct"	"5.857"	"micron"	"direct"	"6.52075"	"micron"	"direct"	"5.35475"	"micron"	"direct"	"19.9335"	"micron"	"direct"	"2.9285"	"micron"	"direct"	"0.82118621"	"dimensionless"	"direct"	"0.85192239"	"dimensionless"	"direct"	"0.57066032"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000114.xml"
"MCDS_S_0000000114.0.27"	"Geometrical Property Characterization"	"individual"	"nucleus"	"27"	"0.4512 -0.8924"	"dimensionless"	"Unit Vector"	"direct"	"13.74 13.63 0.0"	"micron"	"direct"	"22.875"	"micron^2"	"direct"	"5.3975"	"micron"	"direct"	"6.10325"	"micron"	"direct"	"5.01225"	"micron"	"direct"	"19.003"	"micron"	"direct"	"2.69875"	"micron"	"direct"	"0.82124278"	"dimensionless"	"direct"	"0.79602486"	"dimensionless"	"direct"	"0.57057891"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000114.xml"
"MCDS_S_0000000114.0.28"	"Geometrical Property Characterization"	"individual"	"nucleus"	"28"	"0.092 -0.9958"	"dimensionless"	"Unit Vector"	"direct"	"15.52 113.52 0.0"	"micron"	"direct"	"49.875"	"micron^2"	"direct"	"7.9695"	"micron"	"direct"	"9.188"	"micron"	"direct"	"7.23025"	"micron"	"direct"	"28.046"	"micron"	"direct"	"3.98475"	"micron"	"direct"	"0.78692316"	"dimensionless"	"direct"	"0.79680291"	"dimensionless"	"direct"	"0.617051"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000114.xml"
"MCDS_S_0000000114.0.29"	"Geometrical Property Characterization"	"individual"	"nucleus"	"29"	"0.063 0.998"	"dimensionless"	"Unit Vector"	"direct"	"15.14 107.6 0.0"	"micron"	"direct"	"33.6875"	"micron^2"	"direct"	"6.55"	"micron"	"direct"	"7.446"	"micron"	"direct"	"5.971"	"micron"	"direct"	"22.9675"	"micron"	"direct"	"3.275"	"micron"	"direct"	"0.80190706"	"dimensionless"	"direct"	"0.80251137"	"dimensionless"	"direct"	"0.59744879"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000114.xml"
"MCDS_S_0000000114.0.30"	"Geometrical Property Characterization"	"individual"	"nucleus"	"30"	"0.9849 -0.173"	"dimensionless"	"Unit Vector"	"direct"	"17.13 20.81 0.0"	"micron"	"direct"	"83.0"	"micron^2"	"direct"	"10.281"	"micron"	"direct"	"11.58525"	"micron"	"direct"	"9.36"	"micron"	"direct"	"35.592"	"micron"	"direct"	"5.1405"	"micron"	"direct"	"0.80792387"	"dimensionless"	"direct"	"0.8233475"	"dimensionless"	"direct"	"0.58928688"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000114.xml"
"MCDS_S_0000000114.0.31"	"Geometrical Property Characterization"	"individual"	"nucleus"	"31"	"0.8525 -0.5227"	"dimensionless"	"Unit Vector"	"direct"	"17.08 68.61 0.0"	"micron"	"direct"	"48.6875"	"micron^2"	"direct"	"7.874"	"micron"	"direct"	"8.44025"	"micron"	"direct"	"7.4645"	"micron"	"direct"	"27.34025"	"micron"	"direct"	"3.937"	"micron"	"direct"	"0.88439323"	"dimensionless"	"direct"	"0.81850696"	"dimensionless"	"direct"	"0.46674255"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000114.xml"
"MCDS_S_0000000114.0.32"	"Geometrical Property Characterization"	"individual"	"nucleus"	"32"	"0.578 -0.816"	"dimensionless"	"Unit Vector"	"direct"	"18.59 144.1 0.0"	"micron"	"direct"	"41.0625"	"micron^2"	"direct"	"7.2315"	"micron"	"direct"	"13.8565"	"micron"	"direct"	"4.04725"	"micron"	"direct"	"32.71325"	"micron"	"direct"	"3.61575"	"micron"	"direct"	"0.29208314"	"dimensionless"	"direct"	"0.48217853"	"dimensionless"	"direct"	"0.95639293"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000114.xml"
"MCDS_S_0000000114.0.33"	"Geometrical Property Characterization"	"individual"	"nucleus"	"33"	"0.5012 0.8653"	"dimensionless"	"Unit Vector"	"direct"	"19.84 93.05 0.0"	"micron"	"direct"	"82.375"	"micron^2"	"direct"	"10.242"	"micron"	"direct"	"11.82075"	"micron"	"direct"	"9.2"	"micron"	"direct"	"38.35975"	"micron"	"direct"	"5.121"	"micron"	"direct"	"0.77829241"	"dimensionless"	"direct"	"0.70348324"	"dimensionless"	"direct"	"0.627902"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000114.xml"
"MCDS_S_0000000114.0.34"	"Geometrical Property Characterization"	"individual"	"nucleus"	"34"	"0.979 -0.204"	"dimensionless"	"Unit Vector"	"direct"	"15.94 44.32 0.0"	"micron"	"direct"	"12.5"	"micron^2"	"direct"	"3.99"	"micron"	"direct"	"4.497"	"micron"	"direct"	"3.57425"	"micron"	"direct"	"13.13175"	"micron"	"direct"	"1.995"	"micron"	"direct"	"0.79480765"	"dimensionless"	"direct"	"0.91090831"	"dimensionless"	"direct"	"0.60686143"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000114.xml"
"MCDS_S_0000000114.0.35"	"Geometrical Property Characterization"	"individual"	"nucleus"	"35"	"0.9946 0.104"	"dimensionless"	"Unit Vector"	"direct"	"17.64 192.09 0.0"	"micron"	"direct"	"33.6875"	"micron^2"	"direct"	"6.55"	"micron"	"direct"	"6.988"	"micron"	"direct"	"6.2525"	"micron"	"direct"	"22.071"	"micron"	"direct"	"3.275"	"micron"	"direct"	"0.89474814"	"dimensionless"	"direct"	"0.86902971"	"dimensionless"	"direct"	"0.44657112"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000114.xml"
"MCDS_S_0000000114.0.36"	"Geometrical Property Characterization"	"individual"	"nucleus"	"36"	"0.2479 -0.9688"	"dimensionless"	"Unit Vector"	"direct"	"20.47 34.72 0.0"	"micron"	"direct"	"26.3125"	"micron^2"	"direct"	"5.7885"	"micron"	"direct"	"6.28975"	"micron"	"direct"	"5.38975"	"micron"	"direct"	"19.046"	"micron"	"direct"	"2.89425"	"micron"	"direct"	"0.85691005"	"dimensionless"	"direct"	"0.91151625"	"dimensionless"	"direct"	"0.51546597"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000114.xml"
"MCDS_S_0000000114.0.37"	"Geometrical Property Characterization"	"individual"	"nucleus"	"37"	"0.5519 -0.8339"	"dimensionless"	"Unit Vector"	"direct"	"23.17 135.39 0.0"	"micron"	"direct"	"38.1875"	"micron^2"	"direct"	"6.9735"	"micron"	"direct"	"12.299"	"micron"	"direct"	"4.02375"	"micron"	"direct"	"28.4705"	"micron"	"direct"	"3.48675"	"micron"	"direct"	"0.32716074"	"dimensionless"	"direct"	"0.59202617"	"dimensionless"	"direct"	"0.9449687"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000114.xml"
"MCDS_S_0000000114.0.38"	"Geometrical Property Characterization"	"individual"	"nucleus"	"38"	"0.992 0.126"	"dimensionless"	"Unit Vector"	"direct"	"21.46 27.69 0.0"	"micron"	"direct"	"34.125"	"micron^2"	"direct"	"6.592"	"micron"	"direct"	"8.2115"	"micron"	"direct"	"5.60175"	"micron"	"direct"	"23.91"	"micron"	"direct"	"3.296"	"micron"	"direct"	"0.68218352"	"dimensionless"	"direct"	"0.75010727"	"dimensionless"	"direct"	"0.73118099"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000114.xml"
"MCDS_S_0000000114.0.39"	"Geometrical Property Characterization"	"individual"	"nucleus"	"39"	"0.7111 0.7031"	"dimensionless"	"Unit Vector"	"direct"	"23.19 58.08 0.0"	"micron"	"direct"	"79.8125"	"micron^2"	"direct"	"10.0815"	"micron"	"direct"	"12.2435"	"micron"	"direct"	"8.48825"	"micron"	"direct"	"36.03125"	"micron"	"direct"	"5.04075"	"micron"	"direct"	"0.69328623"	"dimensionless"	"direct"	"0.77254204"	"dimensionless"	"direct"	"0.72066233"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000114.xml"
"MCDS_S_0000000114.0.40"	"Geometrical Property Characterization"	"individual"	"nucleus"	"40"	"0.174 -0.9848"	"dimensionless"	"Unit Vector"	"direct"	"24.4 117.27 0.0"	"micron"	"direct"	"94.0625"	"micron^2"	"direct"	"10.9445"	"micron"	"direct"	"13.14525"	"micron"	"direct"	"9.702"	"micron"	"direct"	"41.67775"	"micron"	"direct"	"5.47225"	"micron"	"direct"	"0.73806128"	"dimensionless"	"direct"	"0.68048389"	"dimensionless"	"direct"	"0.67473369"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000114.xml"
"MCDS_S_0000000114.0.41"	"Geometrical Property Characterization"	"individual"	"nucleus"	"41"	"0.106 0.9944"	"dimensionless"	"Unit Vector"	"direct"	"24.29 2.71 0.0"	"micron"	"direct"	"54.125"	"micron^2"	"direct"	"8.302"	"micron"	"direct"	"12.302"	"micron"	"direct"	"5.80475"	"micron"	"direct"	"31.98525"	"micron"	"direct"	"4.151"	"micron"	"direct"	"0.47185417"	"dimensionless"	"direct"	"0.66482643"	"dimensionless"	"direct"	"0.88167661"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000114.xml"
