"Sample Name"	"Protocol REF"	"Characteristic[Population Type]"	"Characteristic[Cell Part]"	"Cell ID"	"Parameter Value[Orientation]"	"Units"	"Characteristic[Orientation Formalism]"	"Characteristic[Orientation Measurement Type]"	"Parameter Value[Position]"	"Units"	"Characteristic[Position Measurement Type]"	"Parameter Value[Total Area]"	"Units"	"Characteristic[Total Area Measurement Type]"	"Parameter Value[Diameter]"	"Units"	"Characteristic[Diameter Measurement Type]"	"Parameter Value[Major Axis]"	"Units"	"Characteristic[Major Axis Measurement Type]"	"Parameter Value [Minor Axis]"	"Units"	"Characteristic[Minor Axis Measurement Type]"	"Parameter Value[Perimeter]"	"Units"	"Characteristic[Perimeter Measurement Type]"	"Parameter Value[Radius]"	"Units"	"Characteristic[Radius Measurement Type]"	"Parameter Value[Aspect Ratio]"	"Units"	"Characteristic[Aspect Ratio Measurement Type]"	"Parameter Value[Circularity]"	"Units"	"Characteristic[Circularity Measurement Type]"	"Parameter Value[Eccentricity]"	"Units"	"Characteristic[Eccentricity Measurement Type]"	"Assay Name"	"MCDS-DSS File"
"MCDS_S_0000000154.0.10"	"Geometrical Property Characterization"	"individual"	"nucleus"	"10"	"0.678 0.735"	"dimensionless"	"Unit Vector"	"direct"	"12.99 93.16 0.0"	"micron"	"direct"	"72.875"	"micron^2"	"direct"	"9.6335"	"micron"	"direct"	"11.2055"	"micron"	"direct"	"9.09525"	"micron"	"direct"	"40.42025"	"micron"	"direct"	"4.81675"	"micron"	"direct"	"0.8116773"	"dimensionless"	"direct"	"0.56051913"	"dimensionless"	"direct"	"0.58410612"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000154.xml"
"MCDS_S_0000000154.0.11"	"Geometrical Property Characterization"	"individual"	"nucleus"	"11"	"0.5361 -0.8442"	"dimensionless"	"Unit Vector"	"direct"	"13.24 77.86 0.0"	"micron"	"direct"	"63.1875"	"micron^2"	"direct"	"8.9705"	"micron"	"direct"	"12.2935"	"micron"	"direct"	"7.4065"	"micron"	"direct"	"38.78125"	"micron"	"direct"	"4.48525"	"micron"	"direct"	"0.60247285"	"dimensionless"	"direct"	"0.52795564"	"dimensionless"	"direct"	"0.79813938"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000154.xml"
"MCDS_S_0000000154.0.12"	"Geometrical Property Characterization"	"individual"	"nucleus"	"12"	"0.143 0.9897"	"dimensionless"	"Unit Vector"	"direct"	"14.65 159.99 0.0"	"micron"	"direct"	"68.625"	"micron^2"	"direct"	"9.3485"	"micron"	"direct"	"10.58225"	"micron"	"direct"	"8.4405"	"micron"	"direct"	"33.083"	"micron"	"direct"	"4.67425"	"micron"	"direct"	"0.7976092"	"dimensionless"	"direct"	"0.78792059"	"dimensionless"	"direct"	"0.60317457"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000154.xml"
"MCDS_S_0000000154.0.13"	"Geometrical Property Characterization"	"individual"	"nucleus"	"13"	"0.4243 -0.9055"	"dimensionless"	"Unit Vector"	"direct"	"17.15 69.26 0.0"	"micron"	"direct"	"89.9375"	"micron^2"	"direct"	"10.702"	"micron"	"direct"	"12.75525"	"micron"	"direct"	"9.1375"	"micron"	"direct"	"38.06675"	"micron"	"direct"	"5.351"	"micron"	"direct"	"0.71637169"	"dimensionless"	"direct"	"0.7799362"	"dimensionless"	"direct"	"0.69771886"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000154.xml"
"MCDS_S_0000000154.0.14"	"Geometrical Property Characterization"	"individual"	"nucleus"	"14"	"0.7431 0.6691"	"dimensionless"	"Unit Vector"	"direct"	"18.27 135.3 0.0"	"micron"	"direct"	"73.9375"	"micron^2"	"direct"	"9.7035"	"micron"	"direct"	"11.25825"	"micron"	"direct"	"8.7405"	"micron"	"direct"	"37.05775"	"micron"	"direct"	"4.85175"	"micron"	"direct"	"0.776364"	"dimensionless"	"direct"	"0.67657591"	"dimensionless"	"direct"	"0.63028481"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000154.xml"
"MCDS_S_0000000154.0.15"	"Geometrical Property Characterization"	"individual"	"nucleus"	"15"	"0.8608 0.5089"	"dimensionless"	"Unit Vector"	"direct"	"15.64 219.24 0.0"	"micron"	"direct"	"21.1875"	"micron^2"	"direct"	"5.1945"	"micron"	"direct"	"5.96525"	"micron"	"direct"	"4.7135"	"micron"	"direct"	"17.48525"	"micron"	"direct"	"2.59725"	"micron"	"direct"	"0.79015967"	"dimensionless"	"direct"	"0.87085508"	"dimensionless"	"direct"	"0.61290104"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000154.xml"
"MCDS_S_0000000154.0.16"	"Geometrical Property Characterization"	"individual"	"nucleus"	"16"	"0.5591 -0.8291"	"dimensionless"	"Unit Vector"	"direct"	"21.8 38.09 0.0"	"micron"	"direct"	"105.3125"	"micron^2"	"direct"	"11.5805"	"micron"	"direct"	"13.0385"	"micron"	"direct"	"10.53525"	"micron"	"direct"	"43.92025"	"micron"	"direct"	"5.79025"	"micron"	"direct"	"0.80801089"	"dimensionless"	"direct"	"0.68605697"	"dimensionless"	"direct"	"0.58916755"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000154.xml"
"MCDS_S_0000000154.0.17"	"Geometrical Property Characterization"	"individual"	"nucleus"	"17"	"0.6749 0.7379"	"dimensionless"	"Unit Vector"	"direct"	"24.72 7.8 0.0"	"micron"	"direct"	"123.4375"	"micron^2"	"direct"	"12.5375"	"micron"	"direct"	"20.21925"	"micron"	"direct"	"8.06225"	"micron"	"direct"	"52.68225"	"micron"	"direct"	"6.26875"	"micron"	"direct"	"0.3987413"	"dimensionless"	"direct"	"0.55889259"	"dimensionless"	"direct"	"0.91706345"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000154.xml"
"MCDS_S_0000000154.0.18"	"Geometrical Property Characterization"	"individual"	"nucleus"	"18"	"0.9157 -0.4019"	"dimensionless"	"Unit Vector"	"direct"	"24.16 200.63 0.0"	"micron"	"direct"	"63.0625"	"micron^2"	"direct"	"8.9615"	"micron"	"direct"	"10.425"	"micron"	"direct"	"7.974"	"micron"	"direct"	"31.64225"	"micron"	"direct"	"4.48075"	"micron"	"direct"	"0.76489209"	"dimensionless"	"direct"	"0.79149164"	"dimensionless"	"direct"	"0.64415844"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000154.xml"
"MCDS_S_0000000154.0.19"	"Geometrical Property Characterization"	"individual"	"nucleus"	"19"	"0.5019 -0.8649"	"dimensionless"	"Unit Vector"	"direct"	"26.38 22.35 0.0"	"micron"	"direct"	"73.375"	"micron^2"	"direct"	"9.6665"	"micron"	"direct"	"10.76475"	"micron"	"direct"	"8.76075"	"micron"	"direct"	"32.49575"	"micron"	"direct"	"4.83325"	"micron"	"direct"	"0.81383683"	"dimensionless"	"direct"	"0.87318215"	"dimensionless"	"direct"	"0.58109347"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000154.xml"
"MCDS_S_0000000154.0.20"	"Geometrical Property Characterization"	"individual"	"nucleus"	"20"	"0.9152 -0.4031"	"dimensionless"	"Unit Vector"	"direct"	"25.2 111.9 0.0"	"micron"	"direct"	"49.3125"	"micron^2"	"direct"	"7.9245"	"micron"	"direct"	"9.32025"	"micron"	"direct"	"6.996"	"micron"	"direct"	"32.3315"	"micron"	"direct"	"3.96225"	"micron"	"direct"	"0.75062364"	"dimensionless"	"direct"	"0.59280953"	"dimensionless"	"direct"	"0.66073001"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000154.xml"
"MCDS_S_0000000154.0.21"	"Geometrical Property Characterization"	"individual"	"nucleus"	"21"	"0.8492 -0.5281"	"dimensionless"	"Unit Vector"	"direct"	"26.72 231.71 0.0"	"micron"	"direct"	"54.1875"	"micron^2"	"direct"	"8.307"	"micron"	"direct"	"10.16525"	"micron"	"direct"	"6.848"	"micron"	"direct"	"28.64225"	"micron"	"direct"	"4.1535"	"micron"	"direct"	"0.67366764"	"dimensionless"	"direct"	"0.83003177"	"dimensionless"	"direct"	"0.73903444"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000154.xml"
"MCDS_S_0000000154.0.22"	"Geometrical Property Characterization"	"individual"	"nucleus"	"22"	"0.112 -0.9937"	"dimensionless"	"Unit Vector"	"direct"	"27.22 189.26 0.0"	"micron"	"direct"	"42.875"	"micron^2"	"direct"	"7.389"	"micron"	"direct"	"8.973"	"micron"	"direct"	"6.59725"	"micron"	"direct"	"30.2885"	"micron"	"direct"	"3.6945"	"micron"	"direct"	"0.73523348"	"dimensionless"	"direct"	"0.58729792"	"dimensionless"	"direct"	"0.67781394"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000154.xml"
"MCDS_S_0000000154.0.23"	"Geometrical Property Characterization"	"individual"	"nucleus"	"23"	"0.9164 -0.4002"	"dimensionless"	"Unit Vector"	"direct"	"30.45 154.35 0.0"	"micron"	"direct"	"72.9375"	"micron^2"	"direct"	"9.6375"	"micron"	"direct"	"10.17375"	"micron"	"direct"	"9.3575"	"micron"	"direct"	"33.99575"	"micron"	"direct"	"4.81875"	"micron"	"direct"	"0.91976901"	"dimensionless"	"direct"	"0.79306993"	"dimensionless"	"direct"	"0.39246014"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000154.xml"
"MCDS_S_0000000154.0.24"	"Geometrical Property Characterization"	"individual"	"nucleus"	"24"	"0.2791 0.9603"	"dimensionless"	"Unit Vector"	"direct"	"28.83 61.7 0.0"	"micron"	"direct"	"13.125"	"micron^2"	"direct"	"4.0885"	"micron"	"direct"	"4.48375"	"micron"	"direct"	"3.818"	"micron"	"direct"	"13.83875"	"micron"	"direct"	"2.04425"	"micron"	"direct"	"0.85151938"	"dimensionless"	"direct"	"0.86122266"	"dimensionless"	"direct"	"0.52432314"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000154.xml"
"MCDS_S_0000000154.0.25"	"Geometrical Property Characterization"	"individual"	"nucleus"	"25"	"0.458 0.889"	"dimensionless"	"Unit Vector"	"direct"	"32.34 87.08 0.0"	"micron"	"direct"	"84.6875"	"micron^2"	"direct"	"10.385"	"micron"	"direct"	"12.3015"	"micron"	"direct"	"8.95475"	"micron"	"direct"	"37.092"	"micron"	"direct"	"5.1925"	"micron"	"direct"	"0.72793968"	"dimensionless"	"direct"	"0.77351488"	"dimensionless"	"direct"	"0.68564117"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000154.xml"
"MCDS_S_0000000154.0.26"	"Geometrical Property Characterization"	"individual"	"nucleus"	"26"	"0.9333 -0.3591"	"dimensionless"	"Unit Vector"	"direct"	"31.76 111.66 0.0"	"micron"	"direct"	"44.8125"	"micron^2"	"direct"	"7.5545"	"micron"	"direct"	"8.16275"	"micron"	"direct"	"7.1585"	"micron"	"direct"	"25.8995"	"micron"	"direct"	"3.77725"	"micron"	"direct"	"0.87697161"	"dimensionless"	"direct"	"0.83951078"	"dimensionless"	"direct"	"0.48054219"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000154.xml"
"MCDS_S_0000000154.0.27"	"Geometrical Property Characterization"	"individual"	"nucleus"	"27"	"0.8391 0.544"	"dimensionless"	"Unit Vector"	"direct"	"33.26 215.51 0.0"	"micron"	"direct"	"45.625"	"micron^2"	"direct"	"7.6225"	"micron"	"direct"	"8.2595"	"micron"	"direct"	"7.1155"	"micron"	"direct"	"27.14225"	"micron"	"direct"	"3.81125"	"micron"	"direct"	"0.86149283"	"dimensionless"	"direct"	"0.77825344"	"dimensionless"	"direct"	"0.50776974"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000154.xml"
"MCDS_S_0000000154.0.28"	"Geometrical Property Characterization"	"individual"	"nucleus"	"28"	"0.2791 -0.9603"	"dimensionless"	"Unit Vector"	"direct"	"34.34 225.67 0.0"	"micron"	"direct"	"50.1875"	"micron^2"	"direct"	"7.9945"	"micron"	"direct"	"8.486"	"micron"	"direct"	"7.5855"	"micron"	"direct"	"26.7885"	"micron"	"direct"	"3.99725"	"micron"	"direct"	"0.89388404"	"dimensionless"	"direct"	"0.87883761"	"dimensionless"	"direct"	"0.44829824"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000154.xml"
"MCDS_S_0000000154.0.29"	"Geometrical Property Characterization"	"individual"	"nucleus"	"29"	"0.9139 0.406"	"dimensionless"	"Unit Vector"	"direct"	"33.35 199.3 0.0"	"micron"	"direct"	"26.0625"	"micron^2"	"direct"	"5.761"	"micron"	"direct"	"6.947"	"micron"	"direct"	"4.9765"	"micron"	"direct"	"20.253"	"micron"	"direct"	"2.8805"	"micron"	"direct"	"0.71635238"	"dimensionless"	"direct"	"0.79844905"	"dimensionless"	"direct"	"0.69773868"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000154.xml"
"MCDS_S_0000000154.0.30"	"Geometrical Property Characterization"	"individual"	"nucleus"	"30"	"0.9958 -0.092"	"dimensionless"	"Unit Vector"	"direct"	"35.9 4.97 0.0"	"micron"	"direct"	"48.0"	"micron^2"	"direct"	"7.8185"	"micron"	"direct"	"9.03275"	"micron"	"direct"	"7.135"	"micron"	"direct"	"30.34925"	"micron"	"direct"	"3.90925"	"micron"	"direct"	"0.78990341"	"dimensionless"	"direct"	"0.65487012"	"dimensionless"	"direct"	"0.61323128"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000154.xml"
"MCDS_S_0000000154.0.31"	"Geometrical Property Characterization"	"individual"	"nucleus"	"31"	"0.347 -0.9379"	"dimensionless"	"Unit Vector"	"direct"	"37.95 48.81 0.0"	"micron"	"direct"	"36.3125"	"micron^2"	"direct"	"6.8"	"micron"	"direct"	"9.45"	"micron"	"direct"	"5.17575"	"micron"	"direct"	"26.5815"	"micron"	"direct"	"3.4"	"micron"	"direct"	"0.54769841"	"dimensionless"	"direct"	"0.64581339"	"dimensionless"	"direct"	"0.83667583"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000154.xml"
"MCDS_S_0000000154.0.32"	"Geometrical Property Characterization"	"individual"	"nucleus"	"32"	"0.1859 0.9826"	"dimensionless"	"Unit Vector"	"direct"	"36.87 98.01 0.0"	"micron"	"direct"	"35.875"	"micron^2"	"direct"	"6.759"	"micron"	"direct"	"8.45675"	"micron"	"direct"	"5.58"	"micron"	"direct"	"23.96025"	"micron"	"direct"	"3.3795"	"micron"	"direct"	"0.65982795"	"dimensionless"	"direct"	"0.78527014"	"dimensionless"	"direct"	"0.75141671"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000154.xml"
"MCDS_S_0000000154.0.33"	"Geometrical Property Characterization"	"individual"	"nucleus"	"33"	"0.4631 0.8863"	"dimensionless"	"Unit Vector"	"direct"	"40.17 189.54 0.0"	"micron"	"direct"	"47.4375"	"micron^2"	"direct"	"7.7725"	"micron"	"direct"	"8.50475"	"micron"	"direct"	"7.376"	"micron"	"direct"	"28.651"	"micron"	"direct"	"3.88625"	"micron"	"direct"	"0.86728005"	"dimensionless"	"direct"	"0.72619305"	"dimensionless"	"direct"	"0.49782057"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000154.xml"
"MCDS_S_0000000154.0.34"	"Geometrical Property Characterization"	"individual"	"nucleus"	"34"	"0.9858 0.168"	"dimensionless"	"Unit Vector"	"direct"	"40.94 173.93 0.0"	"micron"	"direct"	"50.0625"	"micron^2"	"direct"	"7.9845"	"micron"	"direct"	"9.774"	"micron"	"direct"	"6.69025"	"micron"	"direct"	"28.84925"	"micron"	"direct"	"3.99225"	"micron"	"direct"	"0.68449458"	"dimensionless"	"direct"	"0.75588085"	"dimensionless"	"direct"	"0.72901795"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000154.xml"
"MCDS_S_0000000154.0.35"	"Geometrical Property Characterization"	"individual"	"nucleus"	"35"	"0.8461 -0.5331"	"dimensionless"	"Unit Vector"	"direct"	"42.77 59.39 0.0"	"micron"	"direct"	"77.9375"	"micron^2"	"direct"	"9.9625"	"micron"	"direct"	"11.41925"	"micron"	"direct"	"8.78925"	"micron"	"direct"	"33.53125"	"micron"	"direct"	"4.98125"	"micron"	"direct"	"0.76968715"	"dimensionless"	"direct"	"0.8710776"	"dimensionless"	"direct"	"0.63842125"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000154.xml"
"MCDS_S_0000000154.0.36"	"Geometrical Property Characterization"	"individual"	"nucleus"	"36"	"0.033 0.9995"	"dimensionless"	"Unit Vector"	"direct"	"45.59 1.88 0.0"	"micron"	"direct"	"46.25"	"micron^2"	"direct"	"7.6745"	"micron"	"direct"	"12.5585"	"micron"	"direct"	"5.1485"	"micron"	"direct"	"32.8995"	"micron"	"direct"	"3.83725"	"micron"	"direct"	"0.40996138"	"dimensionless"	"direct"	"0.53696132"	"dimensionless"	"direct"	"0.91210288"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000154.xml"
"MCDS_S_0000000154.0.37"	"Geometrical Property Characterization"	"individual"	"nucleus"	"37"	"0.284 0.9588"	"dimensionless"	"Unit Vector"	"direct"	"47.76 118.68 0.0"	"micron"	"direct"	"55.875"	"micron^2"	"direct"	"8.4355"	"micron"	"direct"	"10.0735"	"micron"	"direct"	"7.133"	"micron"	"direct"	"28.91"	"micron"	"direct"	"4.21775"	"micron"	"direct"	"0.7080955"	"dimensionless"	"direct"	"0.84010045"	"dimensionless"	"direct"	"0.70611668"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000154.xml"
"MCDS_S_0000000154.0.38"	"Geometrical Property Characterization"	"individual"	"nucleus"	"38"	"0.9842 0.177"	"dimensionless"	"Unit Vector"	"direct"	"47.71 159.84 0.0"	"micron"	"direct"	"25.3125"	"micron^2"	"direct"	"5.6775"	"micron"	"direct"	"6.213"	"micron"	"direct"	"5.23725"	"micron"	"direct"	"18.48525"	"micron"	"direct"	"2.83875"	"micron"	"direct"	"0.84295027"	"dimensionless"	"direct"	"0.93088117"	"dimensionless"	"direct"	"0.5379915"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000154.xml"
"MCDS_S_0000000154.0.39"	"Geometrical Property Characterization"	"individual"	"nucleus"	"39"	"0.3069 0.9517"	"dimensionless"	"Unit Vector"	"direct"	"49.27 228.82 0.0"	"micron"	"direct"	"56.0"	"micron^2"	"direct"	"8.445"	"micron"	"direct"	"9.29575"	"micron"	"direct"	"7.75175"	"micron"	"direct"	"27.84925"	"micron"	"direct"	"4.2225"	"micron"	"direct"	"0.83390259"	"dimensionless"	"direct"	"0.90734173"	"dimensionless"	"direct"	"0.55191165"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000154.xml"
"MCDS_S_0000000154.0.40"	"Geometrical Property Characterization"	"individual"	"nucleus"	"40"	"0.2061 -0.9785"	"dimensionless"	"Unit Vector"	"direct"	"51.53 24.65 0.0"	"micron"	"direct"	"24.625"	"micron^2"	"direct"	"5.6"	"micron"	"direct"	"6.68575"	"micron"	"direct"	"5.4315"	"micron"	"direct"	"22.0815"	"micron"	"direct"	"2.8"	"micron"	"direct"	"0.81239951"	"dimensionless"	"direct"	"0.63464222"	"dimensionless"	"direct"	"0.58310123"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000154.xml"
"MCDS_S_0000000154.0.41"	"Geometrical Property Characterization"	"individual"	"nucleus"	"41"	"0.1689 0.9856"	"dimensionless"	"Unit Vector"	"direct"	"53.86 77.21 0.0"	"micron"	"direct"	"44.5"	"micron^2"	"direct"	"7.528"	"micron"	"direct"	"10.258"	"micron"	"direct"	"6.0625"	"micron"	"direct"	"30.20275"	"micron"	"direct"	"3.764"	"micron"	"direct"	"0.59100214"	"dimensionless"	"direct"	"0.61302318"	"dimensionless"	"direct"	"0.80666999"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000154.xml"
